"","x"
"cof",66
"ybaO",40
"mdlA",114
"mdlB",79
"glnK",0
"amtB",96
"tesB",162
"ybaY",389
"ybaZ",82
"ffs",44
"ybaA",22
"ylaB",78
"ylaC",172
"maa",137
"hha",313
"tomB",108
"acrB",4306
"acrA",2202
"acrR",163
"mscK",663
"ybaM",52
"priC",99
"ybaN",176
"apt",709
"dnaX",822
"ybaB",647
"recR",725
"htpG",1861
"adk",1788
"hemH",184
"aes",49
"gsk",384
"ybaL",536
"fsr",139
"ushA",796
"ybaK",214
"chiX",4
"ybaP",115
"ybaQ",198
"copA",1591
"glsA",187
"ybaT",136
"cueR",200
"ybbJ",115
"qmcA",233
"fetA",89
"fetB",144
"ybbN",1081
"ybbO",361
"tesA",194
"ybbA",132
"ybbP",258
"rhsD",139
"ybbC",43
"rhsH",36
"ybbD",10
"ylbI",2
"ylbG",30
"mnmH",90
"allS",11
"allA",23
"allR",755
"gcl",25
"hyi",9
"glxR",5
"ybbW",6
"allB",17
"ybbY",10
"glxK",51
"allE",183
"allC",60
"allD",4
"fdrA",7
"ylbE",18
"ylbF",6
"ybcF",52
"purK",1003
"purE",505
"lpxH",406
"ppiB",1979
"cysS",772
"ybcI",33
"ybcJ",184
"folD",710
"sfmA",4
"sfmC",5
"sfmD",26
"sfmH",2
"sfmF",5
"sfmZ",6
"argU",3
"intD",242
"xisD",1
"exoD",1
"peaD",3
"renD",37
"emrE",43
"ybcK",10
"ybcL",18
"ybcM",75
"ylcH",3
"ybcN",2
"ninE",0
"ybcO",0
"rusA",4
"ylcG",3
"quuD",11
"nmpC",1792
"essD",20
"rrrD",15
"rzpD",37
"rzoD",0
"borD",180
"ybcV",4
"ybcW",24
"ylcI",4
"nohD",3
"aaaD",4
"tfaD",6
"ybcY",15
"tfaX",6
"appY",119
"ompT",25110
"pauD",2
"envY",25
"ybcH",43
"nfrA",207
"nfrB",61
"cusS",118
"cusR",84
"cusC",39
"cusF",21
"cusB",41
"cusA",64
"pheP",244
"ybdG",274
"nfsB",647
"ybdF",51
"ybdJ",24
"ybdK",99
"sokE",0
"hokE",3
"entD",947
"fepA",16159
"fes",1638
"ybdZ",374
"entF",10726
"fepE",73
"fepC",481
"fepG",248
"fepD",321
"entS",800
"fepB",1040
"entC",4730
"entE",5939
"entB",3860
"entA",2947
"entH",1611
"cstA",1399
"ybdD",41
"ybdH",209
"ybdL",153
"ybdM",40
"ybdN",15
"ybdO",16
"dsbG",185
"ahpC",8543
"ahpF",1263
"uspG",437
"ybdR",68
"rnk",188
"rna",320
"citT",11
"citG",7
"citX",4
"citF",11
"citE",13
"citD",1
"citC",5
"citA",130
"citB",90
"dcuC",95
"pagP",18
"cspE",3815
"flc",70
"ybeM",104
"tatE",317
"lipA",766
"ybeF",31
"lipB",231
"ybeD",349
"dacA",956
"rlpA",1065
"mrdB",192
"mrdA",422
"rlmH",258
"rsfS",161
"cobC",83
"nadD",218
"holA",444
"lptE",749
"leuS",3758
"ybeL",372
"ybeQ",93
"ybeR",1
"djlB",19
"ybeT",1
"ybeU",15
"djlC",44
"hscC",35
"rihA",98
"gltL",227
"gltK",110
"gltJ",157
"gltI",1298
"lnt",585
"ybeX",1568
"ybeY",404
"ybeZ",1073
"miaB",711
"ubiF",519
"glnX",84
"glnV",146
"metU",93
"glnW",240
"glnU",287
"leuW",147
"metT",11
"asnB",1520
"umpH",578
"nagC",757
"nagA",475
"nagB",314
"nagE",668
"glnS",2341
"chiP",6
"chiQ",19
"fur",1134
"uof",69
"fldA",724
"ybfE",37
"ybfF",155
"seqA",668
"pgm",2506
"ybfP",24
"ybfG",10
"ybfI",3
"potE",41
"speF",24
"ybfK",0
"kdpE",53
"kdpD",329
"kdpC",18
"kdpB",29
"kdpA",8
"kdpF",1
"ybfA",224
"rhsC",86
"ybfB",6
"rhsO",9
"ybfC",13
"ybfQ",1
"ybfL",3
"ybfD",2
"ybgA",49
"phr",147
"dtpD",119
"ybgI",915
"ybgJ",816
"ybgK",843
"ybgL",458
"nei",251
"abrB",81
"ybgO",25
"ybgP",17
"ybgQ",13
"ybgD",2
"gltA",4233
"sdhC",177
"sdhD",142
"sdhA",1212
"sdhB",585
"sucA",5544
"sucB",3864
"sucC",3289
"sucD",2814
"mngR",79
"mngA",6
"mngB",110
"cydA",6793
"cydB",3994
"cydX",376
"ybgE",543
"ybgC",169
"tolQ",422
"tolR",196
"tolA",562
"tolB",2952
"pal",5197
"ybgF",2199
"lysT",312
"valT",608
"lysW",288
"valZ",245
"lysY",92
"lysZ",150
"lysQ",23
"nadA",518
"pnuC",363
"zitB",203
"ybgS",94
"aroG",3755
"gpmA",8384
"galM",1512
"galK",422
"galT",301
"galE",305
"modF",889
"modE",210
"acrZ",87
"modA",372
"modB",234
"modC",438
"ybhA",224
"pgl",962
"ybhD",29
"ybhH",2
"ybhI",5
"ybhJ",71
"ybhC",1114
"ybhB",223
"bioA",255
"bioB",354
"bioF",241
"bioC",120
"bioD",143
"uvrB",664
"ybhK",271
"moaA",384
"moaB",436
"moaC",277
"moaD",64
"moaE",325
"ybhL",498
"ybhM",26
"ybhN",53
"clsB",117
"ybhP",113
"ybhQ",58
"ybhR",111
"ybhS",176
"ybhF",630
"ybhG",464
"ybiH",129
"rhlE",306
"ybiA",25
"dinG",125
"ybiB",643
"ybiC",1928
"ybiJ",99
"ybiI",199
"ybiX",1036
"fiu",5735
"mcbA",26
"rlmF",246
"ybiO",104
"glnQ",650
"glnP",577
"glnH",1768
"dps",2907
"rhtA",38
"ompX",6456
"opgE",74
"mntS",119
"mntR",180
"ybiR",144
"ldtB",1161
"ybiT",891
"ybiU",89
"ybiV",136
"ybiW",66
"ybiY",20
"fsaA",78
"moeB",236
"moeA",533
"iaaA",1694
"gsiA",2132
"gsiB",1412
"gsiC",480
"gsiD",321
"yliE",249
"yliF",116
"rimO",367
"bssR",910
"yliI",95
"gstB",725
"dacC",718
"deoR",313
"ybjG",156
"mdfA",105
"ybjH",61
"ybjI",244
"ybjJ",121
"rcdA",23
"rybB",10
"ybjL",462
"ybjM",59
"grxA",47
"ybjC",49
"nfsA",468
"rimK",355
"ybjN",203
"potF",686
"potG",312
"potH",161
"potI",130
"ybjO",63
"rlmC",175
"artJ",1281
"artM",303
"artQ",317
"artI",787
"artP",365
"ybjP",354
"ybjQ",159
"amiD",396
"ybjS",303
"ybjT",532
"ltaE",680
"poxB",886
"hcr",87
"hcp",21
"ybjE",111
"aqpZ",48
"ybjD",496
"ybjX",1089
"macA",327
"macB",376
"cspD",1017
"clpS",332
"clpA",7452
"serW",4
"infA",748
"aat",252
"cydC",529
"cydD",603
"trxB",1721
"lrp",2408
"ftsK",2247
"lolA",431
"rarA",458
"serS",3502
"dmsA",309
"dmsB",68
"dmsC",98
"ycaC",201
"ycaD",269
"ycaM",18
"ycaN",63
"ycaK",28
"pflA",274
"pflB",27988
"focA",1390
"ycaO",424
"ycaP",64
"serC",8683
"aroA",3495
"ycaL",29
"cmk",453
"rpsA",22926
"ihfB",1822
"ycaI",75
"msbA",778
"lpxK",253
"ycaQ",72
"ycaR",58
"kdsB",732
"ycbJ",242
"elyC",85
"smtA",298
"mukF",589
"mukE",419
"mukB",2880
"ldtD",649
"ycbK",917
"ycbL",1195
"aspC",4309
"ompF",18426
"asnS",4294
"pncB",1678
"pepN",2718
"ssuB",81
"ssuC",10
"ssuD",26
"ssuA",9
"ssuE",15
"elfA",11
"elfD",4
"elfC",52
"elfG",53
"ycbU",17
"ycbV",19
"ycbF",64
"pyrD",365
"zapC",328
"ycbX",476
"rlmL",659
"uup",596
"pqiA",111
"pqiB",224
"pqiC",112
"rmf",4687
"fabA",1162
"ycbZ",580
"matP",140
"ompA",54879
"sulA",107
"sxy",67
"yccS",392
"yccF",116
"helD",668
"mgsA",542
"yccT",16
"yccU",224
"hspQ",465
"rlmI",351
"yccX",70
"tusE",116
"yccA",1677
"serT",3
"hyaA",58
"hyaB",88
"hyaC",31
"hyaD",35
"hyaE",14
"hyaF",45
"cbdA",101
"cbdB",75
"cbdX",16
"appA",138
"etk",157
"etp",13
"gfcE",32
"gfcD",65
"gfcC",10
"gfcB",11
"gfcA",23
"cspH",8
"cspG",73
"ymcE",0
"gnsA",56
"yccM",54
"torS",113
"torT",50
"torR",87
"torC",6
"torA",53
"torD",49
"cbpM",220
"cbpA",630
"yccE",9
"agp",290
"yccJ",789
"wrbA",1595
"ymdF",35
"rutG",45
"rutF",13
"rutE",7
"rutD",10
"rutC",2
"rutB",8
"rutA",6
"rutR",101
"putA",1407
"putP",637
"efeU",597
"efeO",1271
"efeB",788
"phoH",285
"pgaD",16
"pgaC",19
"pgaB",30
"pgaA",65
"ycdT",121
"ymdE",2
"ycdU",5
"serX",1
"ghrA",753
"ycdX",788
"ycdY",611
"ycdZ",185
"csgG",373
"csgF",156
"csgE",171
"csgD",401
"csgB",3
"csgA",42
"csgC",11
"ymdA",115
"ymdB",156
"clsC",201
"opgC",90
"opgG",1801
"opgH",1718
"yceK",340
"msyB",357
"mdtG",64
"lpxL",199
"yceA",298
"yceI",230
"yceJ",23
"yceO",13
"solA",770
"bssS",127
"dinI",174
"pyrC",1371
"yceB",190
"grxB",471
"mdtH",56
"rimJ",349
"yceH",513
"yceM",458
"murJ",260
"flgN",744
"flgM",426
"flgA",527
"flgB",791
"flgC",1124
"flgD",2289
"flgE",4449
"flgF",1785
"flgG",1730
"flgH",674
"flgI",557
"flgJ",381
"flgK",2686
"flgL",2749
"rne",4281
"yceQ",194
"rluC",354
"yceF",316
"psrD",57
"yceD",3612
"rpmF",3577
"plsX",1824
"fabH",1602
"fabD",2097
"fabG",3303
"acpP",6635
"fabF",3559
"pabC",130
"yceG",151
"tmk",221
"holB",225
"ycfH",291
"ptsG",7167
"fhuE",3175
"hinT",427
"ycfL",397
"lpoB",678
"thiK",248
"nagZ",439
"ycfP",749
"ndh",1045
"ycfJ",61
"ycfQ",299
"bhsA",23
"ldtC",99
"mfd",1458
"ycfT",12
"lolC",432
"lolD",269
"lolE",549
"nagK",499
"cobB",432
"ycfZ",35
"ymfA",31
"potD",2095
"potC",243
"potB",410
"potA",632
"pepT",946
"roxA",969
"phoQ",692
"phoP",644
"purB",1695
"hflD",439
"mnmA",852
"nudJ",103
"rluE",97
"icd",24644
"ymfD",18
"ymfE",12
"lit",101
"intE",28
"xisE",4
"ymfI",73
"ymfJ",19
"cohE",213
"croE",7
"ymfL",11
"ymfM",5
"oweE",1
"aaaE",19
"ymfR",1
"beeE",3
"jayE",5
"ymfQ",3
"stfP",2
"tfaP",7
"tfaE",12
"stfE",4
"pinE",0
"mcrA",59
"icdC",6
"iraM",6
"ycgX",11
"bluR",295
"bluF",108
"ycgZ",15
"ymgA",31
"ariR",19
"ymgC",14
"ycgG",13
"ymgF",1
"ycgH",51
"ymgD",46
"ymgG",34
"ymgI",0
"ymgJ",1
"ycgI",5
"minE",611
"minD",1706
"minC",908
"ycgJ",116
"pliG",716
"ycgL",209
"ycgM",459
"ycgN",200
"hlyE",22
"umuD",10
"umuC",55
"dsbB",326
"nhaB",737
"fadR",304
"ycgB",335
"dadA",597
"dadX",362
"cvrA",369
"ldcA",229
"emtA",428
"ycgR",1259
"ymgE",24
"ycgY",11
"treA",75
"dhaM",989
"dhaL",342
"dhaK",713
"dhaR",131
"ycgV",140
"ychF",853
"pth",127
"ychH",200
"dauA",164
"prs",3579
"ispE",540
"lolB",365
"hemA",558
"prfA",379
"prmC",138
"ychQ",43
"ychA",523
"kdsA",1358
"ldrA",0
"rdlA",30
"ldrB",1
"rdlB",0
"ldrC",0
"rdlC",1
"chaA",480
"chaB",41
"chaC",280
"ychN",236
"ychO",154
"narL",361
"narX",208
"narK",57
"narG",322
"narH",115
"narJ",45
"narI",46
"rttR",6
"tpr",0
"tyrV",47
"tyrT",46
"purU",1159
"ychJ",183
"rssA",384
"rssB",315
"galU",1262
"hns",1820
"tdk",158
"insZ",66
"adhE",25170
"ychE",79
"oppA",30522
"oppB",2540
"oppC",1767
"oppD",2593
"oppF",2718
"yciU",310
"clsA",893
"yciY",83
"kch",153
"yciI",391
"tonB",1593
"yciA",116
"yciB",218
"yciC",197
"ompW",1736
"yciE",95
"yciF",32
"yciG",17
"trpA",1355
"trpB",1912
"trpC",1124
"trpD",1074
"trpE",927
"trpL",8
"yciV",208
"yciO",269
"yciQ",140
"rluB",466
"btuR",203
"yciK",267
"sohB",819
"yciN",128
"topA",2271
"cysB",637
"ymiA",6
"yciX",67
"acnA",1170
"ribA",304
"pgpB",135
"yciS",182
"yciM",428
"pyrF",279
"yciH",163
"osmB",80
"yciT",519
"yciZ",51
"gmr",231
"ymiB",14
"rnb",2486
"yciW",573
"fabI",3401
"ycjD",10
"sapF",170
"sapD",259
"sapC",83
"sapB",129
"sapA",352
"ymjA",43
"puuP",41
"puuA",90
"puuD",21
"puuR",83
"puuC",49
"puuB",40
"puuE",36
"pspF",109
"pspA",356
"pspB",48
"pspC",81
"pspD",42
"pspE",162
"ycjM",2
"ycjN",2
"ycjO",5
"ycjP",6
"ycjQ",26
"ycjR",24
"ycjS",21
"ycjT",51
"ycjU",7
"ycjV",10
"ompG",9
"ycjW",77
"ycjX",243
"ycjF",190
"tyrR",735
"tpx",4844
"ycjG",212
"mpaA",248
"ymjC",5
"ymjD",0
"ycjY",29
"pgrR",73
"mppA",349
"ynaI",198
"ynaJ",393
"uspE",1449
"fnr",1665
"ogt",88
"abgT",28
"abgB",42
"abgA",30
"abgR",33
"mcaS",6
"smrA",98
"ydaM",232
"ydaN",275
"fnrS",72
"dbpA",164
"ttcA",334
"intR",41
"ydaQ",0
"ydaC",2
"ralA",0
"ralR",0
"recT",29
"recE",39
"racC",1
"ydaE",2
"kilR",3
"sieB",13
"ydaF",1
"ydaG",3
"racR",232
"ydaS",7
"ydaT",13
"ydaU",22
"ydaV",15
"ydaW",20
"rzpR",8
"rzoR",0
"trkG",105
"ynaK",7
"ydaY",10
"tmpR",33
"lomR",9
"stfR",50
"tfaR",2
"pinR",1
"ynaE",6
"ttcC",5
"uspF",380
"ompN",10
"micC",0
"pfo",879
"ydbJ",124
"hslJ",179
"ldhA",544
"ydbH",245
"ynbE",17
"ydbL",72
"feaR",34
"feaB",105
"tynA",63
"paaZ",15
"paaA",4
"paaB",1
"paaC",13
"paaD",14
"paaE",16
"paaF",11
"paaG",8
"paaH",32
"paaI",9
"paaJ",42
"paaK",61
"paaX",126
"paaY",88
"ynbG",0
"ydbA",776
"ydbC",86
"ydbD",28
"ynbA",0
"ynbB",2
"ynbC",39
"ynbD",52
"azoR",264
"hrpA",1046
"ydcF",313
"aldA",692
"gapC",1248
"cybB",359
"rydC",31
"ydcA",83
"hokB",31
"mokB",0
"sokB",1
"trg",333
"ydcI",188
"ydcJ",32
"opgD",683
"ydcH",43
"rimL",90
"ydcK",74
"tehA",119
"tehB",325
"ydcL",620
"insP",79
"insQ",275
"ydcO",37
"ydcN",21
"ydcP",603
"yncJ",14
"hicA",16
"hicB",85
"ydcR",247
"ydcS",50
"ydcT",18
"ydcU",29
"ydcV",28
"patD",190
"yncL",45
"ydcX",14
"ydcY",211
"ydcZ",169
"mnaT",204
"curA",208
"mcbR",40
"yncD",151
"yncE",9112
"ansP",116
"yncG",32
"yncH",2
"rhsE",5
"ydcD",18
"yncI",8
"ydcC",9
"pptA",25
"yddH",60
"nhoA",92
"yddE",198
"narV",25
"narW",19
"narY",41
"narZ",111
"narU",20
"yddK",3
"yddL",0
"yddG",106
"fdnG",76
"fdnH",12
"fdnI",21
"yddM",96
"adhP",309
"maeA",1462
"sra",401
"bdm",5
"osmC",728
"ddpF",114
"ddpD",16
"ddpC",18
"ddpB",11
"ddpA",28
"ddpX",6
"dosP",276
"dosC",371
"yddW",183
"gadC",792
"gadB",292
"pqqL",533
"yddB",389
"yddA",110
"ydeM",4
"ydeN",42
"ydeO",12
"safA",0
"ydeP",135
"ydeQ",10
"ydeR",5
"ydeS",4
"ydeT",14
"yneL",2
"hipA",199
"hipB",37
"yneO",415
"lsrK",86
"lsrR",59
"lsrA",31
"lsrC",7
"lsrD",10
"lsrB",29
"lsrF",55
"lsrG",21
"tam",116
"yneE",112
"uxaB",26
"yneF",47
"yneG",66
"glsB",168
"sad",303
"yneJ",84
"yneK",11
"ydeA",244
"marC",99
"marR",27
"marA",153
"marB",86
"eamA",291
"ydeE",63
"yneM",44
"mgrR",19
"dgcZ",57
"ydeI",22
"ydeJ",65
"dcp",1460
"ydfG",1001
"rspR",304
"ydfZ",684
"ydfI",92
"ydfJ",401
"ydfK",0
"pinQ",0
"tfaQ",0
"stfQ",0
"nohQ",0
"ynfO",0
"ydfO",0
"gnsB",0
"ynfN",0
"cspI",0
"rzpQ",0
"rzoQ",0
"rrrQ",0
"ydfR",0
"essQ",0
"cspB",0
"cspF",0
"quuQ",0
"ydfU",0
"rem",0
"hokD",0
"relE",0
"relB",0
"ydfV",0
"flxA",0
"intK",0
"ydfX",0
"dicC",0
"dicA",0
"ydfA",0
"ydfB",0
"ydfC",0
"dicF",0
"dicB",0
"ydfD",0
"ydfE",0
"intQ",0
"rspB",19
"rspA",19
"ynfA",28
"ynfB",321
"speG",459
"ynfC",193
"ynfD",42
"ynfE",559
"ynfF",335
"ynfG",52
"ynfH",86
"dmsD",185
"clcB",67
"ynfK",518
"mlc",361
"ynfL",53
"ynfM",188
"asr",23
"ydgU",2
"ydgD",212
"mdtI",14
"mdtJ",8
"tqsA",115
"pntB",9034
"pntA",10673
"ydgH",1465
"ydgI",51
"folM",188
"ydgC",87
"rstA",286
"rstB",348
"tus",98
"fumC",240
"fumA",359
"manA",812
"ydgA",1700
"uidC",9
"uidB",6
"uidA",31
"uidR",230
"hdhA",858
"malI",68
"malX",68
"malY",222
"add",282
"ydgJ",534
"blr",27
"cnu",53
"ydgK",138
"rsxA",105
"rsxB",117
"rsxC",362
"rsxD",61
"rsxG",86
"rsxE",71
"nth",68
"dtpA",116
"gstA",567
"pdxY",510
"tyrS",2535
"pdxH",460
"mliC",54
"anmK",245
"slyB",2413
"slyA",620
"ydhI",27
"ydhJ",44
"ydhK",63
"sodC",133
"ydhF",266
"ydhL",21
"nemR",38
"nemA",196
"gloA",565
"rnt",190
"lhr",527
"grxD",518
"mepH",229
"sodB",485
"ydhP",154
"ynhF",47
"purR",1059
"ydhB",126
"ydhC",69
"cfa",2888
"ribC",644
"mdtK",488
"ydhQ",854
"valV",0
"valW",17
"ydhR",554
"ydhS",210
"ydhT",22
"ydhU",38
"ydhX",34
"ydhW",22
"ydhV",30
"ydhY",19
"ydhZ",39
"pykF",3377
"lpp",17561
"ldtE",634
"sufE",175
"sufS",635
"sufD",888
"sufC",354
"sufB",1083
"sufA",193
"rydB",32
"ydiH",55
"menI",296
"ydiJ",2199
"ydiK",451
"rprA",2
"ydiL",3
"ydiM",5
"ydiN",4
"ydiB",12
"aroD",304
"ydiF",25
"ydiO",40
"ydiP",70
"ydiQ",8
"ydiR",22
"ydiS",22
"ydiT",6
"fadK",71
"ppsA",4035
"ppsR",303
"aroH",670
"ydiE",61
"ydiU",284
"ydiV",133
"nlpC",336
"btuD",325
"btuE",312
"btuC",126
"ihfA",1872
"pheT",3969
"pheS",1573
"pheM",41
"rplT",7388
"rpmI",6642
"infC",7172
"thrS",7733
"arpB",9
"yniD",8
"ydiY",215
"pfkB",241
"ydiZ",98
"yniA",410
"yniB",185
"yniC",185
"ydjM",4
"ydjN",2921
"ydjO",99
"cedA",18
"katE",996
"chbG",109
"chbF",41
"chbR",55
"chbA",21
"chbC",32
"chbB",34
"osmE",704
"nadE",1473
"cho",164
"ves",214
"spy",54
"astE",10
"astB",40
"astD",37
"astA",11
"astC",12
"xthA",408
"ydjX",69
"ydjY",107
"ydjZ",81
"ynjA",81
"ynjB",193
"ynjC",77
"ynjD",33
"ynjE",441
"ynjF",67
"nudG",148
"ynjH",67
"gdhA",9943
"ynjI",284
"topB",935
"selD",1429
"ydjA",565
"sppA",628
"ansA",379
"pncA",234
"ydjE",38
"ydjF",74
"ydjG",36
"ydjH",29
"ydjI",24
"ydjJ",16
"ydjK",18
"ydjL",27
"yeaC",293
"msrB",338
"gapA",25758
"yeaD",541
"yeaE",145
"mipA",1719
"yeaG",1001
"yeaH",295
"yeaI",11
"yeaJ",70
"yeaK",279
"yoaI",29
"yeaL",44
"yeaM",71
"yeaN",35
"yeaO",137
"yoaF",58
"yeaP",443
"yoaK",24
"yoaJ",10
"yeaQ",712
"yoaG",1
"yeaR",6
"leuE",25
"dmlR",145
"dmlA",56
"yeaV",13
"yeaW",15
"yeaX",34
"rnd",241
"fadD",147
"yeaY",196
"tsaB",199
"yoaA",254
"yoaB",429
"yoaC",143
"yoaH",84
"pabB",235
"nudL",137
"sdaA",183
"yoaD",66
"yoaE",547
"manX",2784
"manY",2483
"manZ",2661
"yobD",95
"mntP",9
"rlmA",169
"cspC",3016
"yobF",316
"yebO",235
"mgrB",37
"yobH",54
"kdgR",435
"yebQ",28
"htpX",1088
"prc",2471
"proQ",2210
"msrC",879
"yebS",125
"yebT",491
"rsmF",159
"yebV",254
"yebW",18
"pphA",59
"ryeA",9
"sdsR",0
"yebY",241
"yebZ",374
"yobA",214
"holE",79
"yobB",161
