"","x"
"ydeS",0
"ydeT",11
"yneL",3
"hipA",220
"hipB",24
"yneO",416
"lsrK",102
"lsrR",104
"lsrA",38
"lsrC",6
"lsrD",11
"lsrB",32
"lsrF",65
"lsrG",27
"tam",107
"yneE",121
"uxaB",62
"yneF",56
"yneG",92
"glsB",214
"sad",277
"yneJ",66
"yneK",11
"ydeA",238
"marC",96
"marR",25
"marA",92
"marB",74
"eamA",294
"ydeE",53
"yneM",42
"mgrR",21
"dgcZ",51
"ydeI",19
"ydeJ",69
"dcp",1488
"ydfG",1404
"rspR",445
"ydfZ",895
"ydfI",80
"ydfJ",500
"ydfK",0
"pinQ",0
"tfaQ",0
"stfQ",0
"nohQ",0
"ynfO",0
"ydfO",0
"gnsB",0
"ynfN",0
"cspI",0
"rzpQ",0
"rzoQ",0
"rrrQ",0
"ydfR",0
"essQ",0
"cspB",0
"cspF",0
"quuQ",0
"ydfU",0
"rem",0
"hokD",0
"relE",0
"relB",0
"ydfV",0
"flxA",0
"intK",0
"ydfX",0
"dicC",0
"dicA",0
"ydfA",0
"ydfB",0
"ydfC",0
"dicF",0
"dicB",0
"ydfD",0
"ydfE",0
"intQ",0
"rspB",21
"rspA",20
"ynfA",27
"ynfB",353
"speG",468
"ynfC",194
"ynfD",39
"ynfE",1152
"ynfF",1318
"ynfG",302
"ynfH",355
"dmsD",399
"clcB",59
"ynfK",658
"mlc",410
"ynfL",47
"ynfM",171
"asr",43
"ydgU",11
"ydgD",204
"mdtI",29
"mdtJ",16
"tqsA",126
"pntB",10341
"pntA",12457
"ydgH",1712
"ydgI",65
"folM",178
"ydgC",86
"rstA",319
"rstB",280
"tus",122
"fumC",267
"fumA",648
"manA",928
"ydgA",1846
"uidC",4
"uidB",7
"uidA",22
"uidR",202
"hdhA",705
"malI",67
"malX",86
"malY",291
"add",361
"ydgJ",571
"blr",9
"cnu",57
"ydgK",122
"rsxA",82
"rsxB",75
"rsxC",336
"rsxD",120
"rsxG",89
"rsxE",96
"nth",102
"dtpA",99
"gstA",477
"pdxY",505
"tyrS",2745
"pdxH",578
"mliC",43
"anmK",254
"slyB",2636
"slyA",674
"ydhI",17
"ydhJ",42
"ydhK",99
"sodC",164
"ydhF",331
"ydhL",25
"nemR",37
"nemA",286
"gloA",556
"rnt",195
"lhr",638
"grxD",694
"mepH",189
"sodB",1528
"ydhP",156
"ynhF",47
"purR",1201
"ydhB",102
"ydhC",88
"cfa",2874
"ribC",696
"mdtK",466
"ydhQ",863
"valV",1
"valW",5
"ydhR",459
"ydhS",181
"ydhT",34
"ydhU",32
"ydhX",47
"ydhW",28
"ydhV",74
"ydhY",21
"ydhZ",31
"pykF",4548
"lpp",20118
"ldtE",674
"sufE",119
"sufS",457
"sufD",527
"sufC",250
"sufB",717
"sufA",120
"rydB",48
"ydiH",85
"menI",403
"ydiJ",3006
"ydiK",451
"rprA",3
"ydiL",2
"ydiM",3
"ydiN",1
"ydiB",19
"aroD",297
"ydiF",29
"ydiO",31
"ydiP",78
"ydiQ",12
"ydiR",19
"ydiS",17
"ydiT",6
"fadK",64
"ppsA",3048
"ppsR",253
"aroH",780
"ydiE",37
"ydiU",242
"ydiV",150
"nlpC",361
"btuD",287
"btuE",285
"btuC",106
"ihfA",2578
"pheT",5018
"pheS",2045
"pheM",39
"rplT",9995
"rpmI",9329
"infC",8153
"thrS",9197
"arpB",8
"yniD",4
"ydiY",242
"pfkB",204
"ydiZ",117
"yniA",528
"yniB",188
"yniC",173
"ydjM",18
"ydjN",3753
"ydjO",142
"cedA",18
"katE",1211
"chbG",96
"chbF",42
"chbR",58
"chbA",17
"chbC",25
"chbB",38
"osmE",830
"nadE",1515
"cho",174
"ves",256
"spy",65
"astE",13
"astB",21
"astD",25
"astA",17
"astC",13
"xthA",420
"ydjX",66
"ydjY",206
"ydjZ",170
"ynjA",92
"ynjB",328
"ynjC",145
"ynjD",82
"ynjE",1025
"ynjF",70
"nudG",182
"ynjH",78
"gdhA",16086
"ynjI",403
"topB",1005
"selD",1495
"ydjA",601
"sppA",703
"ansA",463
"pncA",305
"ydjE",30
"ydjF",98
"ydjG",41
"ydjH",25
"ydjI",24
"ydjJ",28
"ydjK",17
"ydjL",23
"yeaC",438
"msrB",461
"gapA",39393
"yeaD",882
"yeaE",173
"mipA",1779
"yeaG",1099
"yeaH",332
"yeaI",6
"yeaJ",63
"yeaK",274
"yoaI",39
"yeaL",48
"yeaM",59
"yeaN",33
"yeaO",185
"yoaF",53
"yeaP",437
"yoaK",26
"yoaJ",11
"yeaQ",574
"yoaG",0
"yeaR",2
"leuE",32
"dmlR",148
"dmlA",77
"yeaV",8
"yeaW",7
"yeaX",42
"rnd",252
"fadD",187
"yeaY",241
"tsaB",245
"yoaA",280
"yoaB",527
"yoaC",142
"yoaH",86
"pabB",225
"nudL",186
"sdaA",194
"yoaD",67
"yoaE",575
"manX",4782
"manY",4439
"manZ",5043
"yobD",157
"mntP",19
"rlmA",144
"cspC",3665
"yobF",274
"yebO",237
"mgrB",21
"yobH",45
"kdgR",513
"yebQ",22
"htpX",1096
"prc",2793
"proQ",2529
"msrC",953
"yebS",114
"yebT",469
"rsmF",167
"yebV",225
"yebW",31
"pphA",44
