"","x"
"mngR",52
"mngA",3
"mngB",33
"cydA",1900
"cydB",1396
"cydX",141
"ybgE",253
"ybgC",103
"tolQ",308
"tolR",118
"tolA",373
"tolB",1363
"pal",2350
"ybgF",1177
"lysT",217
"valT",555
"lysW",223
"valZ",242
"lysY",102
"lysZ",116
"lysQ",21
"nadA",258
"pnuC",218
"zitB",64
"ybgS",17
"aroG",2523
"gpmA",2225
"galM",606
"galK",261
"galT",177
"galE",186
"modF",546
"modE",113
"acrZ",49
"modA",247
"modB",205
"modC",318
"ybhA",111
"pgl",286
"ybhD",19
"ybhH",0
"ybhI",0
"ybhJ",26
"ybhC",471
"ybhB",86
"bioA",158
"bioB",236
"bioF",189
"bioC",102
"bioD",56
"uvrB",283
"ybhK",103
"moaA",147
"moaB",79
"moaC",100
"moaD",28
"moaE",112
"ybhL",148
"ybhM",5
"ybhN",16
"clsB",32
"ybhP",22
"ybhQ",43
"ybhR",95
"ybhS",145
"ybhF",410
"ybhG",332
"ybiH",79
"rhlE",371
"ybiA",17
"dinG",156
"ybiB",263
"ybiC",693
"ybiJ",44
"ybiI",51
"ybiX",335
"fiu",2511
"mcbA",3
"rlmF",137
"ybiO",49
"glnQ",336
"glnP",291
"glnH",967
"dps",534
"rhtA",23
"ompX",2235
"opgE",110
"mntS",121
"mntR",93
"ybiR",146
"ldtB",547
"ybiT",566
"ybiU",36
"ybiV",83
"ybiW",20
"ybiY",9
"fsaA",29
"moeB",146
"moeA",288
"iaaA",434
"gsiA",933
"gsiB",695
"gsiC",258
"gsiD",191
"yliE",84
"yliF",59
"rimO",227
"bssR",14
"yliI",26
"gstB",228
"dacC",191
"deoR",121
"ybjG",73
"mdfA",72
"ybjH",26
"ybjI",78
"ybjJ",57
"rcdA",22
"rybB",2
"ybjL",211
"ybjM",22
"grxA",12
"ybjC",27
"nfsA",282
"rimK",221
"ybjN",97
"potF",225
"potG",160
"potH",117
"potI",104
"ybjO",38
"rlmC",101
"artJ",365
"artM",141
"artQ",124
"artI",225
"artP",114
"ybjP",52
"ybjQ",51
"amiD",147
"ybjS",120
"ybjT",242
"ltaE",228
"poxB",196
"hcr",7
"hcp",8
"ybjE",64
"aqpZ",27
"ybjD",191
"ybjX",360
"macA",115
"macB",170
"cspD",282
"clpS",159
"clpA",2924
"serW",2
"infA",679
"aat",95
"cydC",325
"cydD",310
"trxB",963
"lrp",1356
"ftsK",1188
"lolA",249
"rarA",277
"serS",1487
"dmsA",29
"dmsB",7
"dmsC",15
"ycaC",20
"ycaD",105
"ycaM",8
"ycaN",13
"ycaK",11
"pflA",141
"pflB",4853
"focA",155
"ycaO",492
"ycaP",21
"serC",3849
"aroA",1713
"ycaL",35
"cmk",349
"rpsA",16825
"ihfB",629
"ycaI",46
"msbA",598
"lpxK",257
"ycaQ",71
"ycaR",40
"kdsB",431
"ycbJ",60
"elyC",37
"smtA",149
"mukF",392
"mukE",238
"mukB",1665
"ldtD",303
"ycbK",433
"ycbL",643
"aspC",2756
"ompF",8725
"asnS",2512
"pncB",902
"pepN",1375
"ssuB",35
"ssuC",6
"ssuD",12
"ssuA",7
"ssuE",3
"elfA",2
"elfD",1
"elfC",20
"elfG",20
"ycbU",12
"ycbV",3
"ycbF",23
"pyrD",312
"zapC",101
"ycbX",194
"rlmL",422
"uup",427
"pqiA",109
"pqiB",145
"pqiC",68
"rmf",585
"fabA",739
"ycbZ",483
"matP",46
"ompA",25134
"sulA",64
"sxy",31
"yccS",229
"yccF",55
"helD",310
"mgsA",253
"yccT",9
"yccU",102
"hspQ",215
"rlmI",263
"yccX",35
"tusE",45
"yccA",711
"serT",4
"hyaA",10
"hyaB",10
"hyaC",1
"hyaD",6
"hyaE",4
"hyaF",13
"cbdA",17
"cbdB",21
"cbdX",2
"appA",25
"etk",61
"etp",1
"gfcE",8
"gfcD",20
"gfcC",4
"gfcB",4
"gfcA",11
"cspH",11
"cspG",817
"ymcE",54
"gnsA",27
"yccM",17
"torS",48
"torT",17
"torR",28
"torC",0
"torA",14
"torD",19
"cbpM",72
"cbpA",137
"yccE",3
"agp",79
"yccJ",65
"wrbA",113
"ymdF",11
"rutG",24
"rutF",4
"rutE",6
"rutD",8
"rutC",3
"rutB",1
"rutA",2
"rutR",40
"putA",337
"putP",377
"efeU",353
"efeO",680
"efeB",501
"phoH",173
"pgaD",13
"pgaC",8
"pgaB",9
"pgaA",17
"ycdT",57
"ymdE",0
"ycdU",0
"serX",0
"ghrA",309
"ycdX",340
"ycdY",285
"ycdZ",173
"csgG",46
"csgF",12
"csgE",11
"csgD",45
"csgB",2
"csgA",5
"csgC",7
"ymdA",115
"ymdB",118
"clsC",109
"opgC",85
"opgG",812
"opgH",1171
"yceK",49
"msyB",47
"mdtG",35
"lpxL",110
"yceA",193
"yceI",111
"yceJ",8
"yceO",2
"solA",320
"bssS",81
"dinI",153
"pyrC",1008
"yceB",98
"grxB",147
"mdtH",42
"rimJ",133
"yceH",170
"yceM",159
"murJ",187
"flgN",560
"flgM",359
"flgA",499
"flgB",782
"flgC",1099
"flgD",2599
"flgE",4938
"flgF",2223
"flgG",2187
"flgH",991
"flgI",903
"flgJ",649
"flgK",2938
"flgL",2035
"rne",2488
"yceQ",118
"rluC",215
"yceF",109
"psrD",35
"yceD",2455
"rpmF",2294
"plsX",1231
"fabH",959
"fabD",1052
"fabG",1970
"acpP",3956
"fabF",2125
"pabC",66
"yceG",83
"tmk",111
"holB",137
"ycfH",170
"ptsG",5216
"fhuE",524
"hinT",136
"ycfL",151
"lpoB",207
"thiK",86
"nagZ",223
"ycfP",225
"ndh",287
"ycfJ",42
"ycfQ",154
"bhsA",8
"ldtC",53
"mfd",839
"ycfT",1
"lolC",316
"lolD",193
"lolE",325
"nagK",327
"cobB",219
"ycfZ",12
"ymfA",24
"potD",659
"potC",141
"potB",201
"potA",407
"pepT",225
"roxA",494
"phoQ",316
"phoP",284
"purB",1293
"hflD",368
"mnmA",645
"nudJ",55
"rluE",80
"icd",11124
"ymfD",16
"ymfE",5
"lit",21
"intE",12
"xisE",1
"ymfI",30
"ymfJ",11
"cohE",67
"croE",3
"ymfL",3
"ymfM",1
"oweE",0
"aaaE",8
"ymfR",7
"beeE",3
"jayE",2
"ymfQ",2
"stfP",2
"tfaP",0
"tfaE",2
"stfE",0
"pinE",3
"mcrA",8
"icdC",4
"iraM",0
"ycgX",4
"bluR",153
"bluF",215
"ycgZ",3
"ymgA",8
"ariR",5
"ymgC",3
"ycgG",7
"ymgF",0
"ycgH",31
"ymgD",6
"ymgG",6
"ymgI",0
"ymgJ",0
"ycgI",2
"minE",251
"minD",684
"minC",411
"ycgJ",34
"pliG",21
"ycgL",50
"ycgM",107
"ycgN",55
"hlyE",4
"umuD",4
"umuC",26
"dsbB",223
"nhaB",365
"fadR",283
"ycgB",77
"dadA",172
"dadX",111
"cvrA",268
"ldcA",103
"emtA",192
"ycgR",474
"ymgE",5
"ycgY",1
"treA",23
"dhaM",627
"dhaL",259
"dhaK",563
"dhaR",73
"ycgV",54
"ychF",515
"pth",74
"ychH",78
"dauA",102
"prs",2096
"ispE",348
"lolB",211
"hemA",336
"prfA",228
"prmC",68
"ychQ",32
"ychA",367
"kdsA",574
"ldrA",0
"rdlA",10
"ldrB",1
"rdlB",0
"ldrC",0
"rdlC",1
"chaA",151
"chaB",4
"chaC",83
"ychN",102
"ychO",73
"narL",125
"narX",112
"narK",10
"narG",68
"narH",38
"narJ",17
"narI",10
"rttR",7
"tpr",0
"tyrV",47
"tyrT",25
"purU",622
"ychJ",97
"rssA",174
"rssB",138
"galU",484
"hns",1670
"tdk",57
"insZ",32
"adhE",2943
"ychE",31
"oppA",12303
"oppB",1340
"oppC",1178
"oppD",1439
"oppF",1571
"yciU",160
"clsA",324
"yciY",53
"kch",55
"yciI",138
"tonB",489
"yciA",66
"yciB",126
"yciC",121
"ompW",156
"yciE",10
"yciF",1
"yciG",2
"trpA",1079
"trpB",1533
"trpC",1012
"trpD",1024
"trpE",658
"trpL",0
"yciV",96
"yciO",102
"yciQ",70
"rluB",469
"btuR",102
"yciK",114
"sohB",395
"yciN",54
"topA",1458
"cysB",292
"ymiA",5
"yciX",28
"acnA",733
"ribA",229
"pgpB",68
"yciS",100
"yciM",185
"pyrF",207
"yciH",115
"osmB",14
"yciT",185
"yciZ",12
"gmr",65
"ymiB",5
"rnb",1803
"yciW",198
"fabI",1926
"ycjD",12
"sapF",79
"sapD",147
"sapC",57
"sapB",68
"sapA",201
"ymjA",31
"puuP",28
"puuA",100
"puuD",34
"puuR",45
"puuC",30
"puuB",20
"puuE",32
"pspF",42
"pspA",131
"pspB",24
"pspC",26
"pspD",13
"pspE",75
"ycjM",1
"ycjN",4
"ycjO",0
"ycjP",3
"ycjQ",7
"ycjR",6
"ycjS",7
"ycjT",16
"ycjU",4
"ycjV",5
"ompG",0
"ycjW",18
"ycjX",125
"ycjF",106
"tyrR",333
"tpx",1900
"ycjG",116
"mpaA",124
"ymjC",2
"ymjD",0
"ycjY",10
"pgrR",32
"mppA",99
"ynaI",34
"ynaJ",216
"uspE",509
"fnr",1141
"ogt",38
"abgT",15
"abgB",29
"abgA",10
"abgR",32
"mcaS",3
"smrA",35
"ydaM",63
"ydaN",70
"fnrS",17
"dbpA",117
"ttcA",209
"intR",32
"ydaQ",4
"ydaC",0
"ralA",0
"ralR",0
"recT",14
"recE",18
"racC",1
"ydaE",0
"kilR",0
"sieB",1
"ydaF",0
"ydaG",2
"racR",105
"ydaS",4
"ydaT",3
"ydaU",15
"ydaV",1
"ydaW",2
"rzpR",0
"rzoR",0
"trkG",49
"ynaK",4
"ydaY",7
"tmpR",9
"lomR",6
"stfR",20
"tfaR",0
"pinR",0
"ynaE",6
"ttcC",4
"uspF",64
"ompN",2
"micC",0
"pfo",505
"ydbJ",47
"hslJ",75
"ldhA",126
"ydbH",109
"ynbE",9
"ydbL",36
"feaR",18
"feaB",50
"tynA",18
"paaZ",2
"paaA",1
"paaB",0
"paaC",1
"paaD",1
"paaE",10
"paaF",7
"paaG",3
"paaH",9
"paaI",0
"paaJ",18
"paaK",47
"paaX",59
"paaY",74
"ynbG",0
"ydbA",233
"ydbC",31
"ydbD",5
"ynbA",0
"ynbB",0
"ynbC",12
"ynbD",20
"azoR",94
"hrpA",531
"ydcF",93
"aldA",832
"gapC",602
"cybB",136
"rydC",19
"ydcA",39
"hokB",12
"mokB",0
"sokB",1
"trg",321
"ydcI",236
"ydcJ",32
"opgD",299
"ydcH",26
"rimL",26
"ydcK",19
"tehA",54
"tehB",139
"ydcL",224
"insP",34
"insQ",130
"ydcO",17
"ydcN",22
"ydcP",242
"yncJ",10
"hicA",3
"hicB",30
"ydcR",83
"ydcS",8
"ydcT",7
"ydcU",8
"ydcV",5
"patD",47
"yncL",10
"ydcX",17
"ydcY",110
"ydcZ",77
"mnaT",76
"curA",63
"mcbR",14
"yncD",146
"yncE",1845
"ansP",68
"yncG",8
"yncH",0
"rhsE",1
"ydcD",3
"yncI",2
"ydcC",1
"pptA",11
"yddH",14
"nhoA",34
"yddE",116
"narV",9
"narW",4
"narY",22
"narZ",39
"narU",4
"yddK",2
"yddL",0
"yddG",24
"fdnG",22
"fdnH",2
"fdnI",4
"yddM",54
"adhP",94
"maeA",1027
"sra",84
"bdm",3
"osmC",98
"ddpF",29
"ddpD",10
"ddpC",8
"ddpB",1
"ddpA",16
"ddpX",2
"dosP",104
"dosC",106
"yddW",73
"gadC",35
"gadB",13
"pqqL",96
"yddB",66
"yddA",21
"ydeM",2
"ydeN",18
"ydeO",5
"safA",0
"ydeP",20
"ydeQ",2
"ydeR",3
"ydeS",1
"ydeT",2
"yneL",1
"hipA",73
"hipB",13
"yneO",137
"lsrK",47
"lsrR",34
"lsrA",2
"lsrC",6
"lsrD",8
"lsrB",15
"lsrF",11
"lsrG",4
"tam",26
"yneE",54
"uxaB",16
"yneF",40
"yneG",65
"glsB",98
"sad",103
"yneJ",18
"yneK",4
"ydeA",86
"marC",61
"marR",54
"marA",93
"marB",60
"eamA",161
"ydeE",37
"yneM",24
"mgrR",13
"dgcZ",25
"ydeI",5
"ydeJ",31
"dcp",611
"ydfG",471
"rspR",195
"ydfZ",15
"ydfI",12
"ydfJ",329
"ydfK",0
"pinQ",0
"tfaQ",0
"stfQ",0
"nohQ",0
"ynfO",0
"ydfO",0
"gnsB",0
"ynfN",0
"cspI",0
"rzpQ",0
"rzoQ",0
"rrrQ",0
"ydfR",0
"essQ",0
"cspB",0
"cspF",0
"quuQ",0
"ydfU",0
"rem",0
"hokD",0
"relE",0
"relB",0
"ydfV",0
"flxA",0
"intK",0
"ydfX",0
"dicC",0
"dicA",0
"ydfA",0
"ydfB",0
"ydfC",0
"dicF",0
"dicB",0
"ydfD",0
"ydfE",0
"intQ",0
"rspB",7
"rspA",8
"ynfA",18
"ynfB",138
"speG",164
"ynfC",37
"ynfD",15
"ynfE",32
"ynfF",29
"ynfG",9
"ynfH",28
"dmsD",89
"clcB",28
"ynfK",34
"mlc",205
"ynfL",22
"ynfM",108
"asr",4
"ydgU",1
"ydgD",88
"mdtI",11
"mdtJ",10
"tqsA",55
"pntB",5896
"pntA",5582
"ydgH",637
"ydgI",37
"folM",105
"ydgC",55
"rstA",108
"rstB",165
"tus",56
"fumC",226
"fumA",642
"manA",292
"ydgA",634
"uidC",2
"uidB",11
"uidA",18
"uidR",84
"hdhA",85
"malI",43
"malX",26
"malY",76
"add",133
"ydgJ",274
"blr",5
"cnu",22
"ydgK",86
"rsxA",103
"rsxB",123
"rsxC",351
"rsxD",69
"rsxG",66
"rsxE",60
"nth",49
"dtpA",63
"gstA",163
"pdxY",282
"tyrS",1147
"pdxH",237
"mliC",13
"anmK",83
"slyB",764
"slyA",272
"ydhI",14
"ydhJ",28
"ydhK",39
"sodC",55
"ydhF",96
"ydhL",6
"nemR",18
"nemA",115
"gloA",226
"rnt",120
"lhr",241
"grxD",426
"mepH",81
"sodB",1351
"ydhP",95
"ynhF",22
"purR",543
"ydhB",57
"ydhC",25
"cfa",453
"ribC",189
"mdtK",167
"ydhQ",278
"valV",0
"valW",7
"ydhR",111
"ydhS",33
"ydhT",21
"ydhU",9
"ydhX",11
"ydhW",1
"ydhV",3
"ydhY",0
"ydhZ",30
"pykF",1660
"lpp",9715
"ldtE",131
"sufE",50
"sufS",242
"sufD",281
"sufC",118
"sufB",316
"sufA",43
"rydB",11
"ydiH",58
"menI",232
"ydiJ",1745
"ydiK",151
"rprA",2
"ydiL",0
"ydiM",6
"ydiN",0
"ydiB",4
"aroD",100
"ydiF",6
"ydiO",10
"ydiP",4
"ydiQ",2
"ydiR",3
"ydiS",8
"ydiT",2
"fadK",32
"ppsA",2196
"ppsR",126
"aroH",338
"ydiE",38
"ydiU",313
"ydiV",85
"nlpC",83
"btuD",112
"btuE",90
"btuC",60
"ihfA",958
"pheT",2445
"pheS",1138
"pheM",24
"rplT",5225
"rpmI",4168
"infC",4509
"thrS",3916
"arpB",6
"yniD",2
"ydiY",147
"pfkB",38
"ydiZ",17
"yniA",111
"yniB",74
"yniC",69
"ydjM",14
"ydjN",1424
"ydjO",56
"cedA",11
"katE",176
"chbG",34
"chbF",4
"chbR",24
"chbA",6
"chbC",19
"chbB",16
"osmE",161
"nadE",519
"cho",103
"ves",139
"spy",28
"astE",6
"astB",13
"astD",16
"astA",13
"astC",7
"xthA",222
"ydjX",13
"ydjY",16
"ydjZ",12
"ynjA",28
"ynjB",72
"ynjC",60
"ynjD",23
"ynjE",94
"ynjF",31
"nudG",91
"ynjH",55
"gdhA",5029
"ynjI",223
"topB",637
"selD",662
"ydjA",326
"sppA",382
"ansA",216
"pncA",186
"ydjE",11
"ydjF",15
"ydjG",14
"ydjH",7
"ydjI",8
"ydjJ",5
"ydjK",4
"ydjL",12
"yeaC",228
"msrB",235
"gapA",9423
"yeaD",281
"yeaE",91
"mipA",876
"yeaG",249
"yeaH",62
"yeaI",4
"yeaJ",35
"yeaK",105
"yoaI",11
"yeaL",32
"yeaM",26
"yeaN",20
"yeaO",49
"yoaF",30
"yeaP",292
"yoaK",22
"yoaJ",11
"yeaQ",139
"yoaG",1
"yeaR",4
"leuE",11
"dmlR",47
"dmlA",17
"yeaV",4
"yeaW",7
"yeaX",14
"rnd",186
"fadD",90
"yeaY",138
"tsaB",166
"yoaA",178
"yoaB",222
"yoaC",33
"yoaH",23
"pabB",88
"nudL",68
"sdaA",81
"yoaD",19
"yoaE",289
"manX",1738
"manY",1594
"manZ",1822
"yobD",67
"mntP",19
"rlmA",114
"cspC",2195
"yobF",241
"yebO",163
"mgrB",29
"yobH",25
"kdgR",192
"yebQ",25
"htpX",542
"prc",1575
"proQ",1335
"msrC",433
"yebS",70
"yebT",216
"rsmF",123
"yebV",48
"yebW",7
"pphA",16
"ryeA",2
"sdsR",0
"yebY",156
"yebZ",292
"yobA",134
"holE",34
"yobB",60
"exoX",100
"ptrB",118
"yebE",53
"yebF",83
"yebG",54
"purT",482
"eda",469
"edd",212
"zwf",1005
"yebK",108
"pykA",1006
"lpxM",157
"mepM",558
"znuA",853
