"","x"
"yafJ",542
"yafK",579
"yafQ",155
"dinJ",98
"yafL",16
"rayT",59
"lfhA",40
"lafU",19
"dinB",86
"yafN",24
"yafO",30
"yafP",38
"ykfJ",5
"prfH",45
"pepD",2470
"gpt",215
"frsA",379
"crl",50
"phoE",27
"proB",1108
"proA",1248
"thrW",24
"ykfN",5
"ykfI",31
"yafW",20
"ykfH",2
"ykfG",13
"yafX",62
"ykfF",40
"ykfB",100
"yafY",22
"ykfL",1
"ykfK",6
"yafZ",56
"ykfA",70
"perR",51
"insN",104
"insI1",12
"eyeA",18
"ykfC",147
"insH1",10
"mmuP",339
"mmuM",388
"afuC",54
"afuB",16
"insX",50
"yagB",56
"yagA",33
"yagE",14
"yagF",105
"yagG",48
"yagH",142
"yagI",269
"argF",1291
"ykgS",9
"yagJ",56
"yagK",37
"yagL",26
"yagM",24
"yagN",171
"intF",314
"ptwF",12
"yagP",12
"ykgT",0
"paoD",49
"paoC",76
"paoB",39
"paoA",28
"yagU",2115
"ykgJ",74
"ecpE",35
"ecpD",75
"ecpC",67
"ecpB",15
"ecpA",59
"ecpR",22
"ykgL",825
"ykgO",4983
"ykgM",6180
"ykgR",14
"ykgP",9
"eaeH",25
"insE1",0
"insF1",0
"ykgA",30
"ykgQ",6
"rclC",22
"rclB",10
"rclA",138
"rclR",30
"ykgE",33
"ykgF",64
"ykgG",69
"ykgH",28
"betA",176
"betB",318
"betI",115
"betT",168
"yahA",103
"yahB",55
"yahC",24
"yahD",29
"yahE",23
"yahF",27
"yahG",44
"yahI",21
"yahJ",162
"yahK",785
"yahL",22
"yahM",14
"yahN",35
"yahO",477
"prpR",59
"prpB",12
"prpC",17
"prpD",20
"prpE",51
"codB",538
"codA",821
"cynR",58
"cynT",19
"cynS",29
"cynX",30
"lacA",24
"lacY",32
"lacZ",53
"lacI",171
"mhpR",62
"mhpA",16
"mhpB",5
"mhpC",30
"mhpD",12
"mhpF",24
"mhpE",24
"mhpT",66
"yaiL",140
"frmB",138
"frmA",423
"frmR",94
"yaiO",33
"yaiX",16
"insC1",0
"insD1",6
"yaiP",21
"yaiS",5
"tauA",37
"tauB",34
"tauC",27
"tauD",50
"hemB",665
"yaiT",170
"yaiV",37
"ampH",235
"sbmA",136
"yaiW",215
"yaiY",16
"yaiZ",29
"ddlA",613
"iraP",270
"phoA",267
"psiF",82
"yaiC",55
"proC",226
"yaiI",71
"aroL",677
"yaiA",290
"aroM",71
"yaiE",223
"ykiA",49
"rdgC",313
"mak",209
"araJ",123
"sbcC",391
"sbcD",124
"phoB",95
"phoR",101
"brnQ",631
"proY",309
"malZ",268
"acpH",87
"queA",154
"tgt",482
"yajC",642
"secD",1658
"secF",785
"yajD",78
"tsx",665
"yajI",45
"nrdR",215
"ribD",625
"ribE",517
"nusB",679
"thiL",408
"pgpA",307
"yajO",588
"dxs",749
"ispA",447
"xseB",118
"thiI",353
"yajL",251
"panE",293
"yajQ",937
"yajR",102
"cyoE",1495
"cyoD",571
"cyoC",1210
"cyoB",4833
"cyoA",2873
"ampG",238
"yajG",213
"bolA",625
"tig",4755
"clpP",1426
"clpX",3407
"lon",2690
"hupB",2605
"ppiD",1900
"ybaV",24
"fadM",33
"queC",212
"ybaE",68
"cof",98
"ybaO",38
"mdlA",113
"mdlB",103
"glnK",14
"amtB",116
"tesB",223
"ybaY",480
"ybaZ",77
"ffs",213
"ybaA",30
"ylaB",129
"ylaC",142
"maa",136
"hha",295
"tomB",117
"acrB",3258
"acrA",1590
"acrR",117
"mscK",628
"ybaM",55
"priC",84
"ybaN",169
"apt",503
"dnaX",813
"ybaB",674
"recR",704
"htpG",1880
"adk",1269
"hemH",134
"aes",40
"gsk",311
"ybaL",353
"fsr",127
"ushA",775
"ybaK",204
"chiX",6
"ybaP",111
"ybaQ",191
"copA",2997
"glsA",904
"ybaT",495
"cueR",250
"ybbJ",153
"qmcA",360
"fetA",111
"fetB",116
"ybbN",990
"ybbO",324
"tesA",169
"ybbA",104
"ybbP",202
"rhsD",218
"ybbC",76
"rhsH",96
"ybbD",23
"ylbI",8
"ylbG",43
"mnmH",78
"allS",30
"allA",23
"allR",769
"gcl",38
"hyi",23
"glxR",22
"ybbW",42
"allB",29
"ybbY",29
"glxK",62
"allE",189
"allC",57
"allD",19
"fdrA",24
"ylbE",22
"ylbF",12
"ybcF",60
"purK",872
"purE",466
"lpxH",281
"ppiB",2067
"cysS",577
"ybcI",31
"ybcJ",171
"folD",677
"sfmA",10
"sfmC",14
"sfmD",91
"sfmH",19
"sfmF",10
"sfmZ",23
"argU",5
"intD",277
"xisD",1
"exoD",5
"peaD",11
"renD",29
"emrE",73
"ybcK",42
"ybcL",36
"ybcM",116
"ylcH",8
"ybcN",8
"ninE",1
"ybcO",2
"rusA",3
"ylcG",2
"quuD",38
"nmpC",1370
"essD",6
"rrrD",24
"rzpD",18
"rzoD",0
"borD",125
"ybcV",19
"ybcW",24
"ylcI",10
"nohD",4
"aaaD",5
"tfaD",18
"ybcY",22
"tfaX",12
"appY",247
"ompT",26812
"pauD",4
"envY",22
"ybcH",55
"nfrA",192
"nfrB",56
"cusS",85
"cusR",72
"cusC",17
"cusF",24
"cusB",37
"cusA",90
"pheP",177
"ybdG",245
"nfsB",510
"ybdF",59
"ybdJ",34
"ybdK",149
"sokE",1
"hokE",5
"entD",1124
"fepA",17169
"fes",1851
"ybdZ",347
"entF",13934
"fepE",69
"fepC",383
"fepG",204
"fepD",233
"entS",458
"fepB",711
"entC",4910
"entE",6199
"entB",4325
"entA",2848
"entH",1574
"cstA",995
"ybdD",55
"ybdH",368
"ybdL",332
"ybdM",80
"ybdN",39
"ybdO",39
"dsbG",118
"ahpC",8887
"ahpF",1425
"uspG",579
"ybdR",88
"rnk",93
"rna",315
"citT",44
"citG",15
"citX",8
"citF",13
"citE",13
"citD",4
"citC",19
"citA",111
"citB",68
"dcuC",154
"pagP",37
"cspE",2493
"flc",44
"ybeM",91
"tatE",213
"lipA",771
"ybeF",47
"lipB",234
"ybeD",304
"dacA",861
"rlpA",909
"mrdB",201
"mrdA",283
"rlmH",166
"rsfS",135
"cobC",78
"nadD",263
"holA",364
"lptE",764
"leuS",3504
"ybeL",411
"ybeQ",83
"ybeR",18
"djlB",37
"ybeT",7
"ybeU",18
"djlC",57
"hscC",45
"rihA",95
"gltL",178
"gltK",104
"gltJ",174
"gltI",1093
"lnt",491
"ybeX",1392
"ybeY",396
"ybeZ",1030
"miaB",487
"ubiF",506
"glnX",49
"glnV",101
"metU",60
"glnW",107
"glnU",126
"leuW",71
"metT",15
"asnB",1453
"umpH",502
"nagC",662
"nagA",495
"nagB",327
"nagE",637
"glnS",2281
"chiP",35
"chiQ",13
"fur",1088
"uof",66
"fldA",686
"ybfE",17
"ybfF",156
"seqA",592
"pgm",2249
"ybfP",20
"ybfG",14
"ybfI",3
"potE",50
"speF",50
"ybfK",4
"kdpE",66
"kdpD",312
"kdpC",23
"kdpB",48
"kdpA",39
"kdpF",1
"ybfA",202
"rhsC",140
"ybfB",18
"rhsO",34
"ybfC",62
"ybfQ",6
"ybfL",26
"ybfD",28
"ybgA",68
"phr",184
"dtpD",175
"ybgI",900
"ybgJ",765
"ybgK",850
"ybgL",425
"nei",222
"abrB",123
"ybgO",69
"ybgP",12
"ybgQ",52
"ybgD",16
"gltA",3633
"sdhC",65
"sdhD",47
"sdhA",361
"sdhB",146
"sucA",1730
"sucB",1334
"sucC",1108
"sucD",947
"mngR",95
"mngA",33
"mngB",163
"cydA",7971
"cydB",5340
"cydX",526
"ybgE",772
"ybgC",123
"tolQ",372
"tolR",166
"tolA",514
"tolB",2616
"pal",4148
"ybgF",1783
"lysT",162
"valT",422
"lysW",193
"valZ",150
"lysY",72
"lysZ",87
"lysQ",13
"nadA",981
"pnuC",630
"zitB",252
"ybgS",151
"aroG",3930
"gpmA",16797
"galM",1309
"galK",244
"galT",233
"galE",225
"modF",658
"modE",190
"acrZ",54
"modA",131
"modB",115
"modC",183
"ybhA",168
"pgl",1331
"ybhD",56
"ybhH",14
"ybhI",17
"ybhJ",72
"ybhC",880
"ybhB",266
"bioA",603
"bioB",596
"bioF",403
"bioC",173
"bioD",189
"uvrB",865
"ybhK",144
"moaA",367
"moaB",487
"moaC",381
"moaD",87
"moaE",357
"ybhL",575
"ybhM",51
"ybhN",97
"clsB",211
"ybhP",138
"ybhQ",52
"ybhR",119
"ybhS",143
"ybhF",441
"ybhG",331
"ybiH",105
"rhlE",255
"ybiA",20
"dinG",139
"ybiB",611
"ybiC",1371
"ybiJ",96
"ybiI",163
"ybiX",848
"fiu",4136
"mcbA",36
"rlmF",164
"ybiO",134
"glnQ",605
"glnP",559
"glnH",1520
"dps",4917
"rhtA",47
"ompX",7431
"opgE",76
"mntS",81
"mntR",146
"ybiR",106
"ldtB",1100
"ybiT",824
"ybiU",95
"ybiV",140
"ybiW",71
"ybiY",23
"fsaA",67
"moeB",256
"moeA",520
"iaaA",1518
"gsiA",1965
"gsiB",1468
"gsiC",470
"gsiD",301
"yliE",199
"yliF",140
"rimO",251
"bssR",958
"yliI",91
"gstB",656
"dacC",575
"deoR",268
"ybjG",125
"mdfA",116
"ybjH",55
"ybjI",171
"ybjJ",123
"rcdA",41
"rybB",16
"ybjL",337
"ybjM",91
"grxA",43
"ybjC",28
"nfsA",299
"rimK",200
"ybjN",179
"potF",650
"potG",314
"potH",132
"potI",86
"ybjO",42
"rlmC",152
"artJ",1564
"artM",313
"artQ",378
"artI",1043
"artP",500
"ybjP",577
"ybjQ",179
"amiD",396
"ybjS",268
"ybjT",568
"ltaE",741
"poxB",1451
"hcr",90
"hcp",38
"ybjE",131
"aqpZ",40
"ybjD",390
"ybjX",872
"macA",285
"macB",346
"cspD",1097
"clpS",340
"clpA",6459
"serW",9
"infA",545
"aat",237
"cydC",510
"cydD",471
"trxB",1448
"lrp",2464
"ftsK",2437
"lolA",462
"rarA",477
"serS",3318
"dmsA",147
"dmsB",38
"dmsC",104
"ycaC",380
"ycaD",221
"ycaM",41
"ycaN",64
"ycaK",47
"pflA",269
"pflB",81399
"focA",2015
"ycaO",406
"ycaP",87
"serC",6447
"aroA",2661
"ycaL",43
"cmk",386
"rpsA",21040
"ihfB",2177
"ycaI",97
"msbA",731
"lpxK",232
"ycaQ",69
"ycaR",62
"kdsB",615
"ycbJ",189
"elyC",87
"smtA",243
"mukF",478
"mukE",349
"mukB",2540
"ldtD",653
"ycbK",757
"ycbL",1069
"aspC",3937
"ompF",20841
"asnS",3333
"pncB",1761
"pepN",3025
"ssuB",76
"ssuC",25
"ssuD",31
"ssuA",23
"ssuE",17
"elfA",21
"elfD",27
"elfC",76
"elfG",50
"ycbU",25
"ycbV",27
"ycbF",69
"pyrD",237
"zapC",314
"ycbX",376
"rlmL",576
"uup",519
"pqiA",164
"pqiB",226
"pqiC",109
"rmf",3650
"fabA",1129
"ycbZ",565
"matP",138
"ompA",56679
"sulA",120
"sxy",71
"yccS",387
"yccF",83
"helD",686
"mgsA",528
"yccT",55
"yccU",332
"hspQ",692
"rlmI",350
"yccX",67
"tusE",85
"yccA",1442
"serT",4
"hyaA",138
"hyaB",219
"hyaC",48
"hyaD",57
"hyaE",26
"hyaF",69
"cbdA",678
"cbdB",466
"cbdX",66
"appA",506
"etk",155
"etp",21
"gfcE",48
"gfcD",70
"gfcC",11
"gfcB",9
"gfcA",42
"cspH",14
"cspG",80
"ymcE",9
"gnsA",51
"yccM",48
"torS",83
"torT",52
"torR",69
"torC",14
"torA",71
"torD",64
"cbpM",465
"cbpA",1292
"yccE",70
"agp",417
"yccJ",1252
"wrbA",2196
"ymdF",65
"rutG",57
"rutF",6
"rutE",17
"rutD",19
"rutC",5
"rutB",15
"rutA",21
"rutR",82
"putA",1187
"putP",467
"efeU",518
"efeO",1206
"efeB",752
"phoH",190
"pgaD",36
"pgaC",33
"pgaB",58
"pgaA",86
"ycdT",114
"ymdE",9
"ycdU",35
"serX",0
"ghrA",603
"ycdX",581
"ycdY",478
"ycdZ",121
"csgG",334
"csgF",171
"csgE",165
"csgD",431
"csgB",9
"csgA",70
"csgC",13
"ymdA",18
"ymdB",125
"clsC",222
"opgC",77
"opgG",1829
"opgH",1886
"yceK",502
"msyB",566
"mdtG",65
"lpxL",157
"yceA",294
"yceI",184
"yceJ",26
"yceO",21
"solA",594
"bssS",277
"dinI",150
"pyrC",1285
"yceB",256
"grxB",675
"mdtH",89
"rimJ",310
"yceH",442
"yceM",445
"murJ",219
"flgN",180
"flgM",71
"flgA",40
"flgB",53
"flgC",62
"flgD",141
"flgE",284
"flgF",109
"flgG",118
"flgH",60
"flgI",46
"flgJ",50
"flgK",557
"flgL",648
"rne",3916
"yceQ",191
"rluC",248
"yceF",410
"psrD",39
"yceD",3012
"rpmF",3543
"plsX",1699
"fabH",1621
"fabD",2102
"fabG",2850
"acpP",5301
"fabF",2793
"pabC",103
"yceG",154
"tmk",211
"holB",219
"ycfH",305
"ptsG",5937
"fhuE",2560
"hinT",398
"ycfL",373
"lpoB",756
"thiK",206
"nagZ",385
"ycfP",611
"ndh",2458
"ycfJ",70
"ycfQ",146
"bhsA",61
"ldtC",64
"mfd",1430
"ycfT",22
"lolC",371
"lolD",281
"lolE",504
"nagK",473
"cobB",337
"ycfZ",39
"ymfA",34
"potD",2273
"potC",266
"potB",386
"potA",573
"pepT",835
"roxA",783
"phoQ",616
"phoP",698
"purB",1612
"hflD",428
"mnmA",790
"nudJ",131
"rluE",100
"icd",13674
"ymfD",35
"ymfE",28
"lit",76
"intE",76
"xisE",9
"ymfI",72
"ymfJ",40
"cohE",189
"croE",7
"ymfL",12
"ymfM",15
"oweE",8
"aaaE",29
"ymfR",3
"beeE",2
"jayE",14
"ymfQ",9
"stfP",10
"tfaP",27
"tfaE",19
"stfE",19
"pinE",10
"mcrA",130
"icdC",4
"iraM",28
"ycgX",12
"bluR",340
"bluF",83
"ycgZ",21
"ymgA",19
"ariR",10
"ymgC",6
"ycgG",53
"ymgF",9
"ycgH",120
"ymgD",49
"ymgG",34
"ymgI",4
"ymgJ",15
"ycgI",16
"minE",664
"minD",1912
"minC",897
"ycgJ",174
"pliG",2575
"ycgL",201
"ycgM",433
"ycgN",187
"hlyE",40
"umuD",26
"umuC",75
"dsbB",186
"nhaB",574
"fadR",251
"ycgB",461
"dadA",741
"dadX",464
"cvrA",272
"ldcA",211
"emtA",269
"ycgR",405
"ymgE",48
"ycgY",25
"treA",120
"dhaM",707
"dhaL",282
"dhaK",664
"dhaR",163
"ycgV",193
"ychF",624
"pth",135
"ychH",206
"dauA",201
"prs",3239
"ispE",547
"lolB",312
"hemA",371
"prfA",257
"prmC",102
"ychQ",38
"ychA",492
"kdsA",1211
"ldrA",0
"rdlA",26
"ldrB",6
"rdlB",0
"ldrC",0
"rdlC",0
"chaA",294
"chaB",60
"chaC",314
"ychN",187
"ychO",173
"narL",418
"narX",223
"narK",102
"narG",388
"narH",189
"narJ",86
"narI",76
"rttR",9
"tpr",0
"tyrV",29
"tyrT",34
"purU",1086
"ychJ",178
"rssA",385
"rssB",345
"galU",1214
"hns",2071
"tdk",105
"insZ",73
"adhE",61273
"ychE",83
"oppA",29964
"oppB",2203
"oppC",1397
"oppD",2066
"oppF",2101
"yciU",349
"clsA",806
"yciY",57
"kch",236
"yciI",408
"tonB",1652
"yciA",101
"yciB",198
"yciC",168
"ompW",593
"yciE",90
"yciF",54
"yciG",27
"trpA",3233
"trpB",4299
"trpC",2594
"trpD",2984
"trpE",2925
"trpL",17
"yciV",161
"yciO",296
"yciQ",208
"rluB",375
"btuR",174
"yciK",220
"sohB",849
"yciN",105
"topA",2091
"cysB",584
"ymiA",5
"yciX",69
"acnA",700
"ribA",310
"pgpB",128
"yciS",138
"yciM",312
"pyrF",242
"yciH",146
"osmB",140
"yciT",503
"yciZ",61
"gmr",262
"ymiB",2
"rnb",2324
"yciW",613
"fabI",3046
"ycjD",13
"sapF",147
"sapD",265
"sapC",97
"sapB",133
"sapA",360
"ymjA",46
"puuP",50
"puuA",47
"puuD",26
"puuR",92
"puuC",44
"puuB",39
"puuE",45
"pspF",94
"pspA",225
"pspB",60
"pspC",58
"pspD",30
"pspE",119
"ycjM",46
"ycjN",22
"ycjO",8
"ycjP",10
"ycjQ",36
"ycjR",27
"ycjS",28
"ycjT",52
"ycjU",14
"ycjV",18
"ompG",20
"ycjW",74
"ycjX",181
"ycjF",155
"tyrR",739
"tpx",3441
"ycjG",235
"mpaA",228
"ymjC",7
"ymjD",2
"ycjY",51
"pgrR",124
"mppA",278
"ynaI",191
"ynaJ",263
"uspE",1759
"fnr",2035
"ogt",74
"abgT",31
"abgB",67
"abgA",32
"abgR",33
"mcaS",1
"smrA",108
"ydaM",361
"ydaN",246
"fnrS",183
"dbpA",150
"ttcA",241
"intR",59
"ydaQ",2
"ydaC",1
"ralA",0
"ralR",1
"recT",50
"recE",96
"racC",11
"ydaE",3
"kilR",15
"sieB",28
"ydaF",10
"ydaG",6
"racR",247
"ydaS",16
"ydaT",13
"ydaU",44
"ydaV",19
"ydaW",16
"rzpR",2
"rzoR",0
"trkG",200
"ynaK",9
"ydaY",18
"tmpR",31
"lomR",23
"stfR",84
"tfaR",1
"pinR",15
"ynaE",1
"ttcC",7
"uspF",426
"ompN",24
"micC",0
"pfo",707
"ydbJ",123
"hslJ",215
"ldhA",868
"ydbH",216
"ynbE",12
"ydbL",82
"feaR",38
"feaB",116
"tynA",92
"paaZ",34
"paaA",10
"paaB",9
"paaC",8
"paaD",17
"paaE",21
"paaF",12
"paaG",15
"paaH",52
"paaI",8
"paaJ",30
"paaK",75
"paaX",101
"paaY",87
"ynbG",4
"ydbA",829
"ydbC",103
"ydbD",73
"ynbA",10
"ynbB",40
"ynbC",49
"ynbD",78
"azoR",257
"hrpA",1112
"ydcF",356
"aldA",268
"gapC",1972
"cybB",237
"rydC",26
"ydcA",40
"hokB",27
"mokB",0
"sokB",0
"trg",105
"ydcI",141
"ydcJ",42
"opgD",574
"ydcH",77
"rimL",88
"ydcK",109
"tehA",112
"tehB",261
"ydcL",533
"insP",71
"insQ",260
"ydcO",51
"ydcN",39
"ydcP",485
"yncJ",17
"hicA",15
"hicB",87
"ydcR",214
"ydcS",57
"ydcT",11
"ydcU",35
"ydcV",27
"patD",210
"yncL",72
"ydcX",10
"ydcY",133
"ydcZ",148
"mnaT",206
"curA",330
"mcbR",55
"yncD",140
"yncE",7848
"ansP",95
"yncG",52
"yncH",25
"rhsE",28
"ydcD",27
"yncI",50
"ydcC",17
"pptA",32
"yddH",75
"nhoA",85
"yddE",214
"narV",29
"narW",18
"narY",37
"narZ",112
"narU",22
"yddK",72
"yddL",6
"yddG",105
"fdnG",61
"fdnH",13
"fdnI",29
"yddM",96
"adhP",481
"maeA",1111
"sra",623
"bdm",7
"osmC",1064
"ddpF",142
"ddpD",23
"ddpC",44
"ddpB",15
"ddpA",30
"ddpX",11
"dosP",308
"dosC",355
"yddW",274
"gadC",7061
"gadB",2269
"pqqL",679
"yddB",847
"yddA",195
"ydeM",27
"ydeN",68
"ydeO",20
"safA",1
"ydeP",128
"ydeQ",30
"ydeR",16
"ydeS",11
"ydeT",18
"yneL",5
"hipA",209
"hipB",30
"yneO",524
"lsrK",117
"lsrR",80
"lsrA",44
"lsrC",32
"lsrD",23
"lsrB",51
"lsrF",54
"lsrG",37
"tam",125
"yneE",117
"uxaB",55
"yneF",75
"yneG",57
"glsB",158
"sad",260
"yneJ",62
"yneK",31
"ydeA",326
"marC",101
"marR",33
"marA",93
"marB",80
"eamA",245
"ydeE",65
"yneM",58
"mgrR",20
"dgcZ",111
"ydeI",48
"ydeJ",79
"dcp",1362
"ydfG",878
"rspR",241
"ydfZ",751
"ydfI",88
"ydfJ",443
"ydfK",0
"pinQ",0
"tfaQ",0
"stfQ",0
"nohQ",0
"ynfO",0
"ydfO",0
"gnsB",0
"ynfN",0
"cspI",0
"rzpQ",0
"rzoQ",0
"rrrQ",0
"ydfR",0
"essQ",0
"cspB",0
"cspF",0
"quuQ",0
"ydfU",0
"rem",0
"hokD",0
"relE",0
"relB",0
"ydfV",0
"flxA",0
"intK",0
"ydfX",0
"dicC",0
"dicA",0
"ydfA",0
"ydfB",0
"ydfC",0
"dicF",0
"dicB",0
"ydfD",0
"ydfE",0
"intQ",0
"rspB",46
"rspA",26
"ynfA",16
"ynfB",324
"speG",455
"ynfC",171
"ynfD",72
"ynfE",366
"ynfF",215
"ynfG",59
"ynfH",67
"dmsD",190
"clcB",47
"ynfK",350
"mlc",357
"ynfL",58
"ynfM",136
"asr",75
"ydgU",11
"ydgD",245
"mdtI",27
"mdtJ",16
"tqsA",80
"pntB",7238
"pntA",8857
"ydgH",1518
"ydgI",91
"folM",168
"ydgC",76
"rstA",326
"rstB",286
"tus",104
"fumC",118
"fumA",195
"manA",992
"ydgA",2063
"uidC",57
"uidB",25
"uidA",44
"uidR",170
"hdhA",1163
"malI",89
"malX",64
"malY",260
"add",368
"ydgJ",512
"blr",15
"cnu",47
"ydgK",162
"rsxA",80
"rsxB",94
"rsxC",412
"rsxD",104
"rsxG",85
"rsxE",84
"nth",70
"dtpA",180
"gstA",553
"pdxY",475
"tyrS",2251
"pdxH",468
"mliC",55
"anmK",221
"slyB",2485
"slyA",682
"ydhI",19
"ydhJ",40
"ydhK",115
"sodC",226
"ydhF",322
"ydhL",21
"nemR",31
"nemA",183
"gloA",516
"rnt",141
"lhr",618
"grxD",264
"mepH",186
"sodB",155
"ydhP",137
"ynhF",50
"purR",874
"ydhB",107
"ydhC",53
"cfa",5077
"ribC",586
"mdtK",359
"ydhQ",881
"valV",1
"valW",10
"ydhR",567
"ydhS",323
"ydhT",46
"ydhU",34
"ydhX",27
"ydhW",22
"ydhV",53
"ydhY",9
"ydhZ",32
"pykF",5580
"lpp",11508
"ldtE",1159
"sufE",302
"sufS",1071
"sufD",1368
"sufC",518
"sufB",1585
"sufA",334
"rydB",65
"ydiH",93
"menI",255
"ydiJ",1617
"ydiK",516
"rprA",5
"ydiL",10
"ydiM",30
"ydiN",30
"ydiB",23
"aroD",276
"ydiF",62
"ydiO",32
"ydiP",101
"ydiQ",21
"ydiR",24
"ydiS",33
"ydiT",8
"fadK",61
"ppsA",1643
"ppsR",217
"aroH",638
"ydiE",46
"ydiU",390
"ydiV",138
"nlpC",308
"btuD",262
"btuE",280
"btuC",105
"ihfA",2500
"pheT",4344
"pheS",1807
"pheM",48
"rplT",6882
"rpmI",6759
"infC",6505
"thrS",8070
"arpB",58
"yniD",6
"ydiY",142
"pfkB",713
"ydiZ",244
"yniA",650
"yniB",198
"yniC",192
"ydjM",7
"ydjN",2190
"ydjO",75
"cedA",22
"katE",1218
"chbG",78
"chbF",60
"chbR",71
"chbA",30
"chbC",45
"chbB",35
"osmE",813
"nadE",1579
"cho",95
"ves",63
"spy",92
"astE",15
"astB",40
"astD",41
"astA",12
"astC",35
"xthA",308
"ydjX",66
"ydjY",86
"ydjZ",79
"ynjA",75
"ynjB",190
"ynjC",90
"ynjD",68
"ynjE",387
"ynjF",43
"nudG",51
"ynjH",46
"gdhA",13461
"ynjI",344
"topB",802
"selD",1380
"ydjA",494
"sppA",528
"ansA",314
"pncA",247
"ydjE",52
"ydjF",79
"ydjG",65
"ydjH",40
"ydjI",35
"ydjJ",43
"ydjK",27
"ydjL",22
"yeaC",186
"msrB",220
"gapA",37182
"yeaD",795
"yeaE",127
"mipA",997
"yeaG",1959
"yeaH",560
"yeaI",47
"yeaJ",90
"yeaK",278
"yoaI",44
"yeaL",57
"yeaM",71
"yeaN",47
"yeaO",148
"yoaF",56
"yeaP",319
"yoaK",14
"yoaJ",16
"yeaQ",728
"yoaG",6
"yeaR",3
"leuE",62
"dmlR",130
"dmlA",89
"yeaV",51
"yeaW",20
"yeaX",36
"rnd",175
"fadD",168
"yeaY",186
"tsaB",189
"yoaA",202
"yoaB",439
"yoaC",150
"yoaH",71
"pabB",235
"nudL",189
"sdaA",235
"yoaD",76
"yoaE",411
"manX",3024
"manY",2912
"manZ",3268
"yobD",129
"mntP",17
"rlmA",112
"cspC",2388
"yobF",189
"yebO",223
"mgrB",20
"yobH",39
"kdgR",429
"yebQ",45
"htpX",728
"prc",1929
"proQ",1631
"msrC",721
"yebS",86
"yebT",409
"rsmF",162
"yebV",440
"yebW",20
"pphA",67
"ryeA",10
"sdsR",0
"yebY",268
"yebZ",336
"yobA",190
"holE",87
"yobB",135
"exoX",207
"ptrB",327
