"","x"
"fhuB",630
"hemL",1558
"clcA",306
"erpA",740
"yadS",126
"btuF",186
"mtn",846
"dgt",329
"degP",1465
"cdaR",59
"yaeH",500
"yaeI",66
"dapD",4448
"glnD",903
"map",1446
"tff",567
"rpsB",13723
"tsf",7183
"pyrH",1401
"frr",3372
"dxr",398
"ispU",899
"cdsA",553
"rseP",1553
"bamA",6048
"skp",2625
"lpxD",3965
"fabZ",1058
"lpxA",1613
"lpxB",792
"rnhB",257
"dnaE",1336
"accA",1822
"ldcC",220
"yaeR",94
"tilS",370
"rof",233
"yaeP",148
"yaeQ",100
"arfB",83
"nlpE",193
"yaeF",32
"proS",3608
"tsaA",248
"rcsF",298
"metQ",4044
"metI",619
"metN",1099
"gmhB",258
"rrsH",1947
"ileV",0
"alaV",36
"rrlH",40925
"rrfH",0
"aspU",110
"dkgB",160
"yafC",116
"yafD",468
"yafE",64
"mltD",2782
"gloB",191
"yafS",148
"rnhA",137
"dnaQ",340
"aspV",40
"yafT",23
"ykfM",19
"yafU",6
"yafF",9
"yafV",132
"ivy",906
"fadE",371
"gmhA",732
"yafJ",579
"yafK",629
"yafQ",153
"dinJ",133
"yafL",19
"rayT",40
"lfhA",31
"lafU",7
"dinB",94
"yafN",24
"yafO",26
"yafP",23
"ykfJ",2
"prfH",29
"pepD",2327
"gpt",377
"frsA",329
"crl",58
"phoE",18
"proB",1140
"proA",1375
"thrW",42
"ykfN",4
"ykfI",28
"yafW",10
"ykfH",7
"ykfG",10
"yafX",83
"ykfF",34
"ykfB",217
"yafY",33
"ykfL",0
"ykfK",0
"yafZ",35
"ykfA",72
"perR",51
"insN",79
"insI1",3
"eyeA",17
"ykfC",106
"insH1",6
"mmuP",189
"mmuM",185
"afuC",45
"afuB",1
"insX",61
"yagB",79
"yagA",12
"yagE",20
"yagF",61
"yagG",30
"yagH",113
"yagI",424
"argF",1917
"ykgS",3
"yagJ",35
"yagK",41
"yagL",22
"yagM",16
"yagN",181
"intF",410
"ptwF",4
"yagP",13
"ykgT",0
"paoD",35
"paoC",76
"paoB",40
"paoA",22
"yagU",1013
"ykgJ",51
"ecpE",41
"ecpD",65
"ecpC",57
"ecpB",10
"ecpA",57
"ecpR",26
"ykgL",18
"ykgO",13
"ykgM",13
"ykgR",1
"ykgP",4
"eaeH",7
"insE1",0
"insF1",0
"ykgA",29
"ykgQ",3
"rclC",17
"rclB",5
"rclA",59
"rclR",33
"ykgE",15
"ykgF",71
"ykgG",54
"ykgH",9
"betA",300
"betB",492
"betI",203
"betT",270
"yahA",94
"yahB",57
"yahC",6
"yahD",22
"yahE",13
"yahF",13
"yahG",31
"yahI",13
"yahJ",141
"yahK",445
"yahL",4
"yahM",11
"yahN",17
"yahO",240
"prpR",49
"prpB",4
"prpC",11
"prpD",11
"prpE",32
"codB",1875
"codA",2890
"cynR",61
"cynT",26
"cynS",31
"cynX",25
"lacA",18
"lacY",21
"lacZ",37
"lacI",263
"mhpR",190
"mhpA",15
"mhpB",15
"mhpC",27
"mhpD",19
"mhpF",26
"mhpE",36
"mhpT",42
"yaiL",214
"frmB",186
"frmA",510
"frmR",107
"yaiO",20
"yaiX",10
"insC1",0
"insD1",4
"yaiP",26
"yaiS",5
"tauA",15
"tauB",20
"tauC",16
"tauD",39
"hemB",859
"yaiT",121
"yaiV",14
"ampH",268
"sbmA",114
"yaiW",158
"yaiY",25
"yaiZ",32
"ddlA",407
"iraP",294
"phoA",272
"psiF",79
"yaiC",30
"proC",442
"yaiI",89
"aroL",651
"yaiA",262
"aroM",78
"yaiE",315
"ykiA",49
"rdgC",495
"mak",187
"araJ",130
"sbcC",413
"sbcD",155
"phoB",137
"phoR",113
"brnQ",428
"proY",291
"malZ",281
"acpH",106
"queA",266
"tgt",1006
"yajC",1283
"secD",2863
"secF",1335
"yajD",95
"tsx",1672
"yajI",31
"nrdR",333
"ribD",780
"ribE",806
"nusB",1007
"thiL",444
"pgpA",302
"yajO",382
"dxs",1129
"ispA",704
"xseB",181
"thiI",634
"yajL",220
"panE",290
"yajQ",1212
"yajR",171
"cyoE",5822
"cyoD",2221
"cyoC",4182
"cyoB",14624
"cyoA",8248
"ampG",459
"yajG",451
"bolA",547
"tig",9652
"clpP",1775
"clpX",3982
"lon",3658
"hupB",3584
"ppiD",2386
"ybaV",32
"fadM",24
"queC",272
"ybaE",59
"cof",93
"ybaO",52
"mdlA",114
"mdlB",100
"glnK",33
"amtB",243
"tesB",198
"ybaY",529
"ybaZ",47
"ffs",38
"ybaA",21
"ylaB",109
"ylaC",217
"maa",202
"hha",433
"tomB",146
"acrB",6443
"acrA",3200
"acrR",335
"mscK",706
"ybaM",61
"priC",93
"ybaN",184
"apt",924
"dnaX",933
"ybaB",883
"recR",971
"htpG",2550
"adk",2164
"hemH",148
"aes",47
"gsk",413
"ybaL",493
"fsr",113
"ushA",794
"ybaK",231
"chiX",6
"ybaP",122
"ybaQ",257
"copA",1251
"glsA",177
"ybaT",107
"cueR",155
"ybbJ",121
"qmcA",275
"fetA",120
"fetB",119
"ybbN",1083
"ybbO",314
"tesA",187
"ybbA",101
"ybbP",202
"rhsD",144
"ybbC",40
"rhsH",49
"ybbD",13
"ylbI",6
"ylbG",24
"mnmH",68
"allS",8
"allA",26
"allR",931
"gcl",22
"hyi",12
"glxR",9
"ybbW",14
"allB",25
"ybbY",25
"glxK",57
"allE",157
"allC",64
"allD",15
"fdrA",11
"ylbE",26
"ylbF",8
"ybcF",47
"purK",1480
"purE",781
"lpxH",366
"ppiB",2349
"cysS",987
"ybcI",26
"ybcJ",241
"folD",895
"sfmA",10
"sfmC",5
"sfmD",42
"sfmH",2
"sfmF",6
"sfmZ",9
"argU",2
"intD",218
"xisD",1
"exoD",2
"peaD",6
"renD",39
"emrE",78
"ybcK",21
"ybcL",12
"ybcM",82
"ylcH",3
"ybcN",4
"ninE",0
"ybcO",2
"rusA",5
"ylcG",2
"quuD",6
"nmpC",3665
"essD",13
"rrrD",7
"rzpD",95
"rzoD",0
"borD",698
"ybcV",8
"ybcW",14
"ylcI",4
"nohD",4
"aaaD",3
"tfaD",8
"ybcY",28
"tfaX",4
"appY",92
"ompT",27591
"pauD",3
"envY",24
"ybcH",37
"nfrA",167
"nfrB",46
"cusS",114
"cusR",115
"cusC",59
"cusF",34
"cusB",61
"cusA",87
"pheP",247
"ybdG",309
"nfsB",754
"ybdF",68
"ybdJ",29
"ybdK",110
"sokE",1
"hokE",7
"entD",783
"fepA",16318
"fes",1464
"ybdZ",360
"entF",8856
"fepE",55
"fepC",459
"fepG",259
"fepD",297
"entS",753
"fepB",867
"entC",5535
"entE",6410
"entB",3792
"entA",2768
"entH",1516
"cstA",1465
"ybdD",61
"ybdH",288
"ybdL",232
"ybdM",53
"ybdN",21
"ybdO",20
"dsbG",187
"ahpC",9307
"ahpF",1391
"uspG",422
"ybdR",82
"rnk",193
"rna",365
"citT",30
"citG",15
"citX",10
"citF",9
"citE",14
"citD",2
"citC",10
"citA",93
"citB",46
"dcuC",31
"pagP",13
"cspE",6060
"flc",83
"ybeM",95
"tatE",329
"lipA",801
"ybeF",38
"lipB",371
"ybeD",351
"dacA",1322
"rlpA",1279
"mrdB",289
"mrdA",517
"rlmH",267
"rsfS",287
"cobC",110
"nadD",234
"holA",455
"lptE",957
"leuS",4355
"ybeL",372
"ybeQ",74
"ybeR",4
"djlB",23
"ybeT",4
"ybeU",13
"djlC",33
"hscC",31
"rihA",177
"gltL",275
"gltK",153
"gltJ",211
"gltI",1422
"lnt",593
"ybeX",1413
"ybeY",404
"ybeZ",1088
"miaB",898
"ubiF",480
"glnX",222
"glnV",409
"metU",241
"glnW",520
"glnU",636
"leuW",512
"metT",6
"asnB",1603
"umpH",571
"nagC",663
"nagA",429
"nagB",320
"nagE",787
"glnS",2935
"chiP",18
"chiQ",17
"fur",1432
"uof",83
"fldA",937
"ybfE",31
"ybfF",208
"seqA",785
"pgm",2660
"ybfP",29
"ybfG",9
"ybfI",2
"potE",30
"speF",19
"ybfK",4
"kdpE",67
"kdpD",331
"kdpC",22
"kdpB",32
"kdpA",17
"kdpF",0
"ybfA",111
"rhsC",93
"ybfB",4
"rhsO",12
"ybfC",20
"ybfQ",4
"ybfL",2
"ybfD",8
"ybgA",25
"phr",121
"dtpD",213
"ybgI",934
"ybgJ",739
"ybgK",876
"ybgL",432
"nei",178
"abrB",77
"ybgO",35
"ybgP",14
"ybgQ",22
"ybgD",9
"gltA",10830
"sdhC",1047
"sdhD",841
"sdhA",5691
"sdhB",2500
"sucA",13300
"sucB",9276
"sucC",8139
"sucD",6782
"mngR",69
"mngA",18
"mngB",93
"cydA",1809
"cydB",1249
"cydX",97
"ybgE",259
"ybgC",214
"tolQ",578
"tolR",245
"tolA",695
"tolB",3525
"pal",5734
"ybgF",2423
"lysT",567
"valT",1253
"lysW",466
"valZ",436
"lysY",209
"lysZ",153
"lysQ",31
"nadA",1142
"pnuC",646
"zitB",206
"ybgS",102
"aroG",4424
"gpmA",6284
"galM",1500
"galK",516
"galT",399
"galE",421
"modF",1029
"modE",193
"acrZ",131
"modA",400
"modB",240
"modC",352
"ybhA",226
"pgl",912
"ybhD",31
"ybhH",6
"ybhI",10
"ybhJ",73
"ybhC",1334
"ybhB",222
"bioA",354
"bioB",513
"bioF",354
"bioC",200
"bioD",224
"uvrB",552
"ybhK",229
"moaA",503
"moaB",493
"moaC",350
"moaD",102
"moaE",343
"ybhL",448
"ybhM",15
"ybhN",33
"clsB",102
"ybhP",74
"ybhQ",59
"ybhR",89
"ybhS",113
"ybhF",281
"ybhG",236
"ybiH",82
"rhlE",294
"ybiA",21
"dinG",157
"ybiB",718
"ybiC",1832
"ybiJ",96
"ybiI",239
"ybiX",1499
"fiu",15062
"mcbA",28
"rlmF",281
"ybiO",95
"glnQ",691
"glnP",628
"glnH",1998
"dps",3174
"rhtA",51
"ompX",6107
"opgE",89
"mntS",99
"mntR",224
"ybiR",181
"ldtB",1286
"ybiT",975
"ybiU",253
"ybiV",282
"ybiW",60
"ybiY",17
"fsaA",71
"moeB",195
"moeA",508
"iaaA",1169
"gsiA",1372
"gsiB",981
"gsiC",328
"gsiD",240
"yliE",276
"yliF",148
"rimO",467
"bssR",74
"yliI",58
"gstB",725
"dacC",677
"deoR",313
"ybjG",259
"mdfA",143
"ybjH",71
"ybjI",211
"ybjJ",138
"rcdA",35
"rybB",13
"ybjL",362
"ybjM",33
"grxA",31
"ybjC",48
"nfsA",359
"rimK",343
"ybjN",235
"potF",899
"potG",421
"potH",171
"potI",143
"ybjO",46
"rlmC",267
"artJ",2313
"artM",308
"artQ",344
"artI",780
"artP",473
"ybjP",274
"ybjQ",154
"amiD",315
"ybjS",305
"ybjT",523
"ltaE",629
"poxB",639
"hcr",45
"hcp",12
"ybjE",142
"aqpZ",47
"ybjD",516
"ybjX",1225
"macA",286
"macB",312
"cspD",998
"clpS",337
"clpA",7809
"serW",8
"infA",1226
"aat",242
"cydC",524
"cydD",456
"trxB",2573
"lrp",3168
"ftsK",2527
"lolA",513
"rarA",459
"serS",2852
"dmsA",69
"dmsB",14
"dmsC",70
"ycaC",130
"ycaD",188
"ycaM",33
"ycaN",51
"ycaK",44
"pflA",222
"pflB",10554
"focA",325
"ycaO",872
"ycaP",43
"serC",9022
"aroA",3663
"ycaL",52
"cmk",833
"rpsA",35860
"ihfB",1947
"ycaI",62
"msbA",887
"lpxK",322
"ycaQ",79
"ycaR",72
"kdsB",864
"ycbJ",96
"elyC",73
"smtA",318
"mukF",618
"mukE",437
"mukB",2874
"ldtD",626
"ycbK",833
"ycbL",1087
"aspC",4853
"ompF",39876
"asnS",4676
"pncB",1876
"pepN",2545
"ssuB",52
"ssuC",14
"ssuD",20
"ssuA",12
"ssuE",20
"elfA",10
"elfD",9
"elfC",46
"elfG",42
"ycbU",21
"ycbV",15
"ycbF",32
"pyrD",538
"zapC",268
"ycbX",361
"rlmL",800
"uup",759
"pqiA",152
"pqiB",278
"pqiC",126
"rmf",2572
"fabA",1791
"ycbZ",619
"matP",121
"ompA",62187
"sulA",116
"sxy",83
"yccS",455
"yccF",102
"helD",685
"mgsA",471
"yccT",24
"yccU",260
"hspQ",557
"rlmI",501
"yccX",88
"tusE",128
"yccA",2264
"serT",3
"hyaA",13
"hyaB",27
"hyaC",7
"hyaD",22
"hyaE",10
"hyaF",19
"cbdA",53
"cbdB",55
"cbdX",8
"appA",107
"etk",141
"etp",16
"gfcE",35
"gfcD",47
"gfcC",13
"gfcB",8
"gfcA",19
"cspH",4
"cspG",63
"ymcE",3
"gnsA",77
"yccM",33
"torS",84
"torT",40
"torR",80
"torC",10
"torA",30
"torD",41
"cbpM",161
"cbpA",500
"yccE",13
"agp",253
"yccJ",406
"wrbA",772
"ymdF",38
"rutG",34
"rutF",21
"rutE",14
"rutD",11
"rutC",9
"rutB",9
"rutA",9
"rutR",102
"putA",602
"putP",1049
"efeU",728
"efeO",1551
"efeB",982
"phoH",1046
"pgaD",45
"pgaC",13
"pgaB",29
"pgaA",91
"ycdT",96
"ymdE",3
"ycdU",13
"serX",0
"ghrA",762
"ycdX",740
"ycdY",614
"ycdZ",205
"csgG",176
"csgF",81
"csgE",101
"csgD",199
"csgB",8
"csgA",30
"csgC",6
"ymdA",233
"ymdB",217
"clsC",204
"opgC",104
"opgG",1924
"opgH",2055
"yceK",299
"msyB",329
"mdtG",42
"lpxL",185
"yceA",580
"yceI",308
"yceJ",28
"yceO",8
"solA",855
"bssS",157
"dinI",296
"pyrC",2307
"yceB",177
"grxB",413
"mdtH",37
"rimJ",390
"yceH",513
"yceM",381
"murJ",269
"flgN",856
"flgM",504
"flgA",924
"flgB",1357
"flgC",1606
"flgD",3334
"flgE",6014
"flgF",2507
"flgG",2659
"flgH",903
"flgI",823
"flgJ",611
"flgK",2860
"flgL",2780
"rne",4809
"yceQ",268
"rluC",441
"yceF",332
"psrD",78
"yceD",5072
"rpmF",4898
"plsX",2374
"fabH",2098
"fabD",2768
"fabG",4398
"acpP",9329
"fabF",4456
"pabC",123
"yceG",171
"tmk",239
"holB",200
"ycfH",311
"ptsG",8969
"fhuE",1583
"hinT",448
"ycfL",390
"lpoB",639
"thiK",228
"nagZ",458
"ycfP",569
"ndh",613
"ycfJ",56
"ycfQ",237
"bhsA",29
"ldtC",143
"mfd",1583
"ycfT",10
"lolC",421
"lolD",251
"lolE",548
"nagK",460
"cobB",428
"ycfZ",29
"ymfA",28
"potD",2827
"potC",380
"potB",487
"potA",848
"pepT",472
"roxA",931
"phoQ",618
"phoP",731
"purB",2717
"hflD",556
"mnmA",998
"nudJ",96
"rluE",91
"icd",32669
"ymfD",46
"ymfE",28
"lit",74
"intE",36
"xisE",3
"ymfI",83
"ymfJ",29
"cohE",230
"croE",5
"ymfL",15
"ymfM",3
"oweE",3
"aaaE",14
"ymfR",1
"beeE",2
"jayE",5
"ymfQ",5
"stfP",4
"tfaP",7
"tfaE",15
"stfE",3
"pinE",9
"mcrA",47
"icdC",8
"iraM",17
"ycgX",22
"bluR",291
"bluF",88
"ycgZ",20
"ymgA",34
"ariR",27
"ymgC",9
"ycgG",22
"ymgF",3
"ycgH",83
"ymgD",159
"ymgG",118
"ymgI",4
"ymgJ",11
"ycgI",9
"minE",611
"minD",1826
"minC",980
"ycgJ",143
"pliG",143
"ycgL",220
"ycgM",442
"ycgN",150
"hlyE",8
"umuD",16
"umuC",51
"dsbB",307
"nhaB",630
"fadR",318
"ycgB",297
"dadA",227
"dadX",174
"cvrA",322
"ldcA",175
"emtA",443
"ycgR",1306
"ymgE",31
"ycgY",13
"treA",38
"dhaM",757
"dhaL",307
"dhaK",457
"dhaR",167
"ycgV",103
"ychF",1300
"pth",237
"ychH",113
"dauA",168
"prs",4711
"ispE",500
"lolB",381
"hemA",506
"prfA",397
"prmC",135
"ychQ",36
"ychA",536
"kdsA",1379
"ldrA",0
"rdlA",45
"ldrB",6
"rdlB",0
"ldrC",0
"rdlC",4
"chaA",647
"chaB",17
"chaC",175
"ychN",255
"ychO",104
"narL",378
"narX",204
"narK",26
"narG",83
"narH",56
"narJ",18
"narI",24
"rttR",13
"tpr",0
"tyrV",105
"tyrT",58
"purU",1419
"ychJ",194
"rssA",331
"rssB",258
"galU",1444
"hns",2188
"tdk",214
"insZ",52
"adhE",7618
"ychE",60
"oppA",29026
"oppB",3144
"oppC",2309
"oppD",2964
"oppF",3248
"yciU",332
"clsA",728
"yciY",118
"kch",155
"yciI",452
"tonB",1305
"yciA",120
"yciB",249
"yciC",234
"ompW",310
"yciE",48
"yciF",37
"yciG",24
"trpA",2054
"trpB",2869
"trpC",1852
"trpD",1948
"trpE",1753
"trpL",12
"yciV",198
"yciO",284
"yciQ",154
"rluB",625
"btuR",185
"yciK",263
"sohB",975
"yciN",155
"topA",2785
"cysB",699
"ymiA",12
"yciX",92
"acnA",1850
"ribA",434
"pgpB",136
"yciS",175
"yciM",351
"pyrF",478
"yciH",268
"osmB",108
"yciT",276
"yciZ",33
"gmr",242
"ymiB",9
"rnb",3554
"yciW",482
"fabI",4389
"ycjD",22
"sapF",145
"sapD",248
"sapC",86
"sapB",124
"sapA",322
"ymjA",63
"puuP",145
"puuA",809
"puuD",272
"puuR",234
"puuC",360
"puuB",292
"puuE",222
"pspF",109
"pspA",262
"pspB",39
"pspC",44
"pspD",21
"pspE",151
"ycjM",13
"ycjN",5
"ycjO",2
"ycjP",9
"ycjQ",28
"ycjR",27
"ycjS",19
"ycjT",31
"ycjU",6
"ycjV",5
"ompG",7
"ycjW",89
"ycjX",242
"ycjF",163
"tyrR",705
"tpx",4415
"ycjG",166
"mpaA",233
"ymjC",7
"ymjD",0
"ycjY",21
"pgrR",103
"mppA",347
"ynaI",190
"ynaJ",687
"uspE",1274
"fnr",2258
"ogt",88
"abgT",32
"abgB",47
"abgA",16
"abgR",41
"mcaS",1
"smrA",100
"ydaM",144
"ydaN",247
"fnrS",19
"dbpA",161
"ttcA",425
"intR",63
"ydaQ",1
"ydaC",1
"ralA",0
"ralR",4
"recT",26
"recE",33
"racC",6
"ydaE",3
"kilR",3
"sieB",12
"ydaF",2
"ydaG",2
"racR",206
"ydaS",10
"ydaT",12
"ydaU",18
"ydaV",11
"ydaW",14
"rzpR",0
"rzoR",0
"trkG",154
"ynaK",5
"ydaY",11
"tmpR",23
"lomR",12
"stfR",57
"tfaR",1
"pinR",5
"ynaE",2
"ttcC",9
"uspF",219
"ompN",6
"micC",1
"pfo",930
"ydbJ",111
"hslJ",163
"ldhA",387
"ydbH",240
"ynbE",9
"ydbL",71
"feaR",36
"feaB",125
"tynA",45
"paaZ",22
"paaA",11
"paaB",2
"paaC",2
"paaD",18
"paaE",16
"paaF",18
"paaG",12
"paaH",27
"paaI",5
"paaJ",56
"paaK",74
"paaX",153
"paaY",127
"ynbG",5
"ydbA",689
"ydbC",95
"ydbD",37
"ynbA",1
"ynbB",18
"ynbC",31
"ynbD",34
"azoR",258
"hrpA",1071
"ydcF",317
"aldA",2000
"gapC",1075
"cybB",405
"rydC",58
"ydcA",77
"hokB",26
"mokB",0
"sokB",3
"trg",412
"ydcI",499
"ydcJ",51
"opgD",666
"ydcH",41
"rimL",71
"ydcK",67
"tehA",71
"tehB",227
"ydcL",403
"insP",36
"insQ",209
"ydcO",34
"ydcN",35
"ydcP",726
"yncJ",14
"hicA",8
"hicB",68
"ydcR",232
"ydcS",34
"ydcT",19
"ydcU",18
"ydcV",15
"patD",158
"yncL",34
"ydcX",32
"ydcY",262
"ydcZ",122
"mnaT",201
"curA",201
"mcbR",54
"yncD",175
"yncE",6720
"ansP",116
"yncG",24
"yncH",3
"rhsE",16
"ydcD",12
"yncI",18
"ydcC",14
"pptA",35
"yddH",68
"nhoA",61
"yddE",180
"narV",26
"narW",10
"narY",46
"narZ",138
"narU",22
"yddK",25
"yddL",0
"yddG",97
"fdnG",52
"fdnH",9
"fdnI",25
"yddM",59
"adhP",286
"maeA",1820
"sra",369
"bdm",40
"osmC",595
"ddpF",109
"ddpD",23
"ddpC",18
"ddpB",9
"ddpA",45
"ddpX",11
"dosP",164
"dosC",188
"yddW",215
"gadC",540
"gadB",222
"pqqL",413
"yddB",395
"yddA",119
"ydeM",17
"ydeN",53
"ydeO",14
"safA",2
"ydeP",92
"ydeQ",15
"ydeR",12
"ydeS",14
"ydeT",20
"yneL",5
"hipA",195
"hipB",41
"yneO",384
"lsrK",88
"lsrR",76
"lsrA",15
"lsrC",10
"lsrD",12
"lsrB",31
"lsrF",43
"lsrG",14
"tam",90
"yneE",102
"uxaB",31
"yneF",51
"yneG",81
"glsB",195
"sad",208
"yneJ",69
"yneK",18
"ydeA",189
"marC",62
"marR",39
"marA",124
"marB",64
"eamA",316
"ydeE",42
"yneM",99
"mgrR",22
"dgcZ",72
"ydeI",30
"ydeJ",54
"dcp",1377
"ydfG",1295
"rspR",246
"ydfZ",111
"ydfI",42
"ydfJ",364
"ydfK",0
"pinQ",0
"tfaQ",0
"stfQ",0
"nohQ",0
"ynfO",0
"ydfO",0
"gnsB",0
"ynfN",0
"cspI",0
"rzpQ",0
"rzoQ",0
"rrrQ",0
"ydfR",0
"essQ",0
"cspB",0
"cspF",0
"quuQ",0
"ydfU",0
"rem",0
"hokD",0
"relE",0
"relB",0
"ydfV",0
"flxA",0
"intK",0
"ydfX",0
"dicC",0
"dicA",0
"ydfA",0
"ydfB",0
"ydfC",0
"dicF",0
"dicB",0
"ydfD",0
"ydfE",0
"intQ",0
"rspB",29
"rspA",23
"ynfA",38
"ynfB",366
"speG",462
"ynfC",144
"ynfD",37
"ynfE",69
"ynfF",104
"ynfG",7
"ynfH",44
"dmsD",168
"clcB",54
"ynfK",70
"mlc",376
"ynfL",52
"ynfM",114
"asr",35
"ydgU",2
"ydgD",196
"mdtI",22
"mdtJ",20
"tqsA",114
"pntB",12652
"pntA",15858
"ydgH",1720
"ydgI",37
"folM",170
"ydgC",99
"rstA",334
"rstB",355
"tus",138
"fumC",379
"fumA",1165
"manA",681
"ydgA",1516
"uidC",30
"uidB",12
"uidA",25
"uidR",151
"hdhA",523
"malI",55
"malX",55
"malY",233
"add",256
"ydgJ",599
"blr",22
"cnu",55
"ydgK",135
"rsxA",110
"rsxB",127
"rsxC",536
"rsxD",155
"rsxG",133
"rsxE",118
"nth",122
"dtpA",77
"gstA",516
"pdxY",512
"tyrS",2659
"pdxH",445
"mliC",49
"anmK",268
"slyB",2435
"slyA",646
"ydhI",23
"ydhJ",48
"ydhK",82
"sodC",144
"ydhF",270
"ydhL",20
"nemR",54
"nemA",255
"gloA",542
"rnt",177
"lhr",457
"grxD",813
"mepH",198
"sodB",1077
"ydhP",123
"ynhF",47
"purR",1242
"ydhB",114
"ydhC",65
"cfa",2098
"ribC",650
"mdtK",276
"ydhQ",663
"valV",0
"valW",29
"ydhR",438
"ydhS",144
"ydhT",26
"ydhU",24
"ydhX",32
"ydhW",15
"ydhV",21
"ydhY",3
"ydhZ",54
"pykF",3960
"lpp",29185
"ldtE",526
"sufE",171
"sufS",814
"sufD",994
"sufC",428
"sufB",1318
"sufA",238
"rydB",16
"ydiH",62
"menI",406
"ydiJ",2583
"ydiK",376
"rprA",2
"ydiL",7
"ydiM",4
"ydiN",8
"ydiB",8
"aroD",279
"ydiF",20
"ydiO",36
"ydiP",71
"ydiQ",17
"ydiR",19
"ydiS",24
"ydiT",4
"fadK",65
"ppsA",4322
"ppsR",316
"aroH",787
"ydiE",62
"ydiU",380
"ydiV",114
"nlpC",312
"btuD",253
"btuE",272
"btuC",145
"ihfA",2221
"pheT",5222
"pheS",2252
"pheM",25
"rplT",9798
"rpmI",9123
"infC",9087
"thrS",8184
"arpB",19
"yniD",6
"ydiY",188
"pfkB",303
"ydiZ",123
"yniA",316
"yniB",179
"yniC",212
"ydjM",22
"ydjN",3103
"ydjO",121
"cedA",19
"katE",995
"chbG",66
"chbF",33
"chbR",62
"chbA",22
"chbC",34
"chbB",44
"osmE",867
"nadE",1222
"cho",142
"ves",207
"spy",60
"astE",18
"astB",36
"astD",46
"astA",31
"astC",46
"xthA",455
"ydjX",44
"ydjY",37
"ydjZ",26
"ynjA",36
"ynjB",115
"ynjC",73
"ynjD",36
"ynjE",175
"ynjF",34
"nudG",156
"ynjH",72
"gdhA",12178
"ynjI",272
"topB",996
"selD",1555
"ydjA",590
"sppA",636
"ansA",461
"pncA",272
"ydjE",41
"ydjF",87
"ydjG",44
"ydjH",22
"ydjI",19
"ydjJ",26
"ydjK",18
"ydjL",10
"yeaC",514
"msrB",612
"gapA",26701
"yeaD",774
"yeaE",109
"mipA",2152
"yeaG",1200
"yeaH",307
"yeaI",16
"yeaJ",64
"yeaK",230
"yoaI",40
"yeaL",61
"yeaM",66
"yeaN",33
"yeaO",143
"yoaF",60
"yeaP",478
"yoaK",22
"yoaJ",21
"yeaQ",653
"yoaG",5
"yeaR",0
"leuE",19
"dmlR",117
"dmlA",84
"yeaV",13
"yeaW",12
"yeaX",39
"rnd",247
"fadD",236
"yeaY",286
"tsaB",303
"yoaA",288
"yoaB",613
"yoaC",115
"yoaH",70
"pabB",192
"nudL",137
"sdaA",185
"yoaD",46
"yoaE",396
"manX",2856
"manY",2486
"manZ",2825
"yobD",115
"mntP",16
"rlmA",138
"cspC",4210
"yobF",440
"yebO",312
"mgrB",49
"yobH",62
"kdgR",498
"yebQ",25
"htpX",1261
"prc",2473
"proQ",2485
"msrC",935
"yebS",109
"yebT",384
"rsmF",172
"yebV",153
"yebW",12
"pphA",44
"ryeA",7
"sdsR",0
"yebY",364
"yebZ",450
