"","x"
"yniA",286
"yniB",126
"yniC",121
"ydjM",18
"ydjN",1903
"ydjO",74
"cedA",8
"katE",826
"chbG",46
"chbF",21
"chbR",44
"chbA",18
"chbC",22
"chbB",26
"osmE",643
"nadE",1105
"cho",140
"ves",221
"spy",39
"astE",14
"astB",35
"astD",44
"astA",33
"astC",39
"xthA",283
"ydjX",19
"ydjY",16
"ydjZ",29
"ynjA",31
"ynjB",109
"ynjC",57
"ynjD",25
"ynjE",112
"ynjF",25
"nudG",154
"ynjH",70
"gdhA",10393
"ynjI",233
"topB",848
"selD",1031
"ydjA",551
"sppA",581
"ansA",267
"pncA",223
"ydjE",17
"ydjF",41
"ydjG",27
"ydjH",13
"ydjI",6
"ydjJ",8
"ydjK",3
"ydjL",13
"yeaC",222
"msrB",225
"gapA",16058
"yeaD",342
"yeaE",130
"mipA",1072
"yeaG",1236
"yeaH",339
"yeaI",5
"yeaJ",38
"yeaK",163
"yoaI",14
"yeaL",39
"yeaM",28
"yeaN",24
"yeaO",91
"yoaF",40
"yeaP",297
"yoaK",29
"yoaJ",16
"yeaQ",445
"yoaG",0
"yeaR",2
"leuE",22
"dmlR",77
"dmlA",54
"yeaV",4
"yeaW",5
"yeaX",29
"rnd",237
"fadD",124
"yeaY",188
"tsaB",172
"yoaA",259
"yoaB",316
"yoaC",63
"yoaH",40
"pabB",119
"nudL",83
"sdaA",203
"yoaD",30
"yoaE",302
"manX",2108
"manY",1934
"manZ",2193
"yobD",66
"mntP",11
"rlmA",109
"cspC",2800
"yobF",254
"yebO",289
"mgrB",32
"yobH",25
"kdgR",278
"yebQ",38
"htpX",975
"prc",2331
"proQ",1904
"msrC",773
"yebS",120
"yebT",309
"rsmF",128
"yebV",163
"yebW",12
"pphA",45
"ryeA",5
"sdsR",0
"yebY",222
"yebZ",364
"yobA",199
"holE",42
"yobB",60
"exoX",139
"ptrB",221
